page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v44_token_glosses_de	v45_token_glosses_de	v45_working_translation_de	v44_unknown_tokens	v45_unknown_tokens	v45_complete
f112v	f112v.27	S	1	1	pchodain	EXACT_WHOLE	pchodain aiin teeedy qoeey okeedy qokeear al okedal olkeedy qotedy	[pchodain:?] | Menge III | vollständig abgekühlt und abgeschlossen | nimm die Endportion hinzu | heißer Ansatz am Ende des Grades, abgeschlossen | [qokeear:?] | Rohstoffklasse I | [okedal:?] | Holzdrogenansatz vollständig erhitzt und abgeschlossen | kalt in der Mitte des Grades, abgeschlossen	zwei Dosen getrockneten Pulveransatzes abmessen | Menge III | vollständig abgekühlt und abgeschlossen | nimm die Endportion hinzu | heißer Ansatz am Ende des Grades, abgeschlossen | [qokeear:?] | Rohstoffklasse I | [okedal:?] | Holzdrogenansatz vollständig erhitzt und abgeschlossen | kalt in der Mitte des Grades, abgeschlossen	zwei Dosen getrockneten Pulveransatzes abmessen; drei Teile; vollständig abgekühlt und abgeschlossen; nimm die Endportion hinzu; Ansatz auf Heizendstufe abgeschlossen; [qokeear:?]; Rohstoff I; [okedal:?]; Holzdrogenansatz vollständig erhitzt und abgeschlossen; bis zur mittleren Kühlstufe gebracht	3	2	0
f112v	f112v.33	S	1	2	cheeor	EXACT_WHOLE	or cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol	Drogenportion | [cheeor:?] | heißer Ansatz am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | abgemessene Trockendroge, Dosis III | [okeeedy:?] | kalt im Zubereitungsrahmen, Grad III | [cheekey:?] | trocken; nominal trockenes Gut/Material	Drogenportion | eine Portion vollständig getrocknete Droge | heißer Ansatz am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | abgemessene Trockendroge, Dosis III | [okeeedy:?] | kalt im Zubereitungsrahmen, Grad III | [cheekey:?] | trocken; nominal trockenes Gut/Material	Drogenportion; eine Portion vollständig getrocknete Droge; Ansatz auf Heizendstufe abgeschlossen; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; abgemessene Trockendroge, Dosis III; [okeeedy:?]; kalt im Zubereitungsrahmen, Grad III; [cheekey:?]; Trockengut	3	2	0
f112v	f112v.35	S	2	2|4	shedain|okees	EXACT_WHOLE|EXACT_WHOLE	pched shedain qokaiin okees chedy checkhy	[pched:?] | [shedain:?] | heiß, Grad III | [okees:?] | trocken in der Mitte des Grades, abgeschlossen | trockenes Arzneikompositum am Gradanfang	[pched:?] | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß, Grad III | Charge vollständig erhitzten Ansatzes | trocken in der Mitte des Grades, abgeschlossen | trockenes Arzneikompositum am Gradanfang	[pched:?]; zwei Dosen bis zur Mittelstufe eingeweichter Droge; heiß, Grad III; Charge vollständig erhitzten Ansatzes; bis zur mittleren Trockenstufe gebracht; trockenes Arzneikompositum am Gradanfang	3	1	0
f112v	f112v.41	S	1	1	ykeedan	EXACT_WHOLE	ykeedan checkhey oain chol	[ykeedan:?] | trockenes Arzneikompositum in der Gradmitte | zwei Teile Ansatz | trocken; nominal trockenes Gut/Material	erhitze hiervon vollständig und miss eine Dosis I ab | trockenes Arzneikompositum in der Gradmitte | zwei Teile Ansatz | trocken; nominal trockenes Gut/Material	erhitze hiervon vollständig und miss eine Dosis I ab; trockenes Arzneikompositum in der Gradmitte; zwei Teile Ansatz; Trockengut	1	0	1
f113r	f113r.36	S	1	3	shedain	EXACT_WHOLE	dcheey sheody shedain	[dcheey:?] | angefeuchteter Ansatz, abgeschlossen | [shedain:?]	[dcheey:?] | angefeuchteter Ansatz, abgeschlossen | zwei Dosen bis zur Mittelstufe eingeweichter Droge	[dcheey:?]; angefeuchteter Ansatz, abgeschlossen; zwei Dosen bis zur Mittelstufe eingeweichter Droge	2	1	0
f113v	f113v.24	S	1	3	loar	EXACT_WHOLE	olkeey lcheey loar cheos	Holzdrogenansatz vollständig erhitzt | Drogenholz, trocken gebunden, Form II | [loar:?] | Charge eines mitteltrockenen Ansatzes	Holzdrogenansatz vollständig erhitzt | Drogenholz, trocken gebunden, Form II | erste Fraktion eines Holzdrogenansatzes | Charge eines mitteltrockenen Ansatzes	Holzdrogenansatz vollständig erhitzt; Drogenholz, trocken gebunden, Form II; erste Fraktion eines Holzdrogenansatzes; Charge eines mitteltrockenen Ansatzes	1	0	1
f113v	f113v.37	S	1	4	oteeey	EXACT_WHOLE	qol aiin olaiin oteeey lchedy qokair y daiin	Drogenstoff zugeben | Menge III | Drogenstoff, Menge III | [oteeey:?] | getrocknetes Drogenholz | erhitze die zweite Fraktion | hierzu: | Grad-/Maßwert III	Drogenstoff zugeben | Menge III | Drogenstoff, Menge III | Ansatz bis zur letzten Stufe abkühlen und abschließen | getrocknetes Drogenholz | erhitze die zweite Fraktion | hierzu: | Grad-/Maßwert III	gib Folgendes hinzu: drei Teile; drei Teile Holzdrogenansatz; Ansatz bis zur letzten Stufe abkühlen und abschließen; getrocknetes Drogenholz; erhitze die zweite Fraktion; hierzu: drei Maße	1	0	1
f113v	f113v.39	S	1	5	oteeey	EXACT_WHOLE	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	[osheol:?] | trockener Drogenstoff | Drogenfraktion I | [aloiiin:?] | [oteeey:?] | kalt im Zubereitungsrahmen, Grad II | [chekey:?] | heiß, Grad II | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | nimm ein Maß kalten Ansatzes | Wurzelholz	[osheol:?] | trockener Drogenstoff | Drogenfraktion I | [aloiiin:?] | Ansatz bis zur letzten Stufe abkühlen und abschließen | kalt im Zubereitungsrahmen, Grad II | [chekey:?] | heiß, Grad II | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | nimm ein Maß kalten Ansatzes | Wurzelholz	[osheol:?]; trockener Drogenstoff; Drogenfraktion I; [aloiiin:?]; Ansatz bis zur letzten Stufe abkühlen und abschließen; kalt im Zubereitungsrahmen, Grad II; [chekey:?]; heiß, Grad II; getrocknete Krautdroge; nimm ein Maß kalten Ansatzes; Wurzelholz	4	3	0
f114r	f114r.32	S	1	7	qotcho	QOTCHO_ACTION	tcheodaiin chaiin qokaiin otaiin otalkain otchedain qotcho chdy dair qotar	[tcheodaiin:?] | trocken, Grad III | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | [otalkain:?] | [otchedain:?] | [qotcho:?] | trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion II | kalte Drogenfraktion I	[tcheodaiin:?] | trocken, Grad III | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | [otalkain:?] | [otchedain:?] | kühle, trockne und setze an | trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion II | kalte Drogenfraktion I	[tcheodaiin:?]; trocken, Grad III; heiß, Grad III; kalt im Zubereitungsrahmen, Grad III; [otalkain:?]; [otchedain:?]; kühle, trockne und setze an; angetrocknet; abgemessene Fraktion II; kalte Drogenfraktion I	4	3	0
f114r	f114r.43	S	1	1	ycheedy	YCHEEDY_ACTION	ycheedy qoodaiin daiiral chedal chos oral tedy qotchdy qotar cheo dain	[ycheedy:?] | [qoodaiin:?] | [daiiral:?] | trockene abgemessene Rohstoffmenge I in der Gradmitte | eine Charge Trockenansatz | Rohstoffportion, Klasse I | kalt in der Mitte des Grades, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I | trocken angesetzte Zubereitung | Grad-/Maßwert II	trockne hiervon vollständig und stelle es fertig | [qoodaiin:?] | [daiiral:?] | trockene abgemessene Rohstoffmenge I in der Gradmitte | eine Charge Trockenansatz | Rohstoffportion, Klasse I | kalt in der Mitte des Grades, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I | trocken angesetzte Zubereitung | Grad-/Maßwert II	trockne hiervon vollständig und stelle es fertig; [qoodaiin:?]; [daiiral:?]; trockene abgemessene Rohstoffmenge I in der Gradmitte; eine Charge Trockenansatz; Rohstoffportion, Klasse I; bis zur mittleren Kühlstufe gebracht; kalt und angetrocknet; kalte Drogenfraktion I; trocken angesetzte Zubereitung; zwei Maße	3	2	0
f114v	f114v.10	S	1	4	olchedaiin	EXACT_WHOLE	olkees chedaiin qotaiin olchedaiin chedain dain chcthdy	Charge vollständig erhitzten Drogenstoffs | abgemessene Trockendroge, Dosis III | kalt, Grad III | [olchedaiin:?] | zwei Dosen bis zur Mittelstufe getrockneter Droge | Grad-/Maßwert II | trockne die Krautdroge vollständig	Charge vollständig erhitzten Drogenstoffs | abgemessene Trockendroge, Dosis III | kalt, Grad III | drei Dosen bis zur Mittelstufe getrockneten Drogenstoffs | zwei Dosen bis zur Mittelstufe getrockneter Droge | Grad-/Maßwert II | trockne die Krautdroge vollständig	Charge vollständig erhitzten Drogenstoffs; abgemessene Trockendroge, Dosis III; kalt, Grad III; drei Dosen bis zur Mittelstufe getrockneten Drogenstoffs; zwei Dosen bis zur Mittelstufe getrockneter Droge; zwei Maße; trockne die Krautdroge vollständig	1	0	1
f114v	f114v.11	S	1	8	shedain	EXACT_WHOLE	tchedy qotaiin chdy qotedy tedaiin chepched otol shedain pol otam	kalt und trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | trocken am Anfang des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | [tedaiin:?] | [chepched:?] | kaltes Zubereitungsgut | [shedain:?] | Pulverstoff | ein Maß kalten Ansatzes	kalt und trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | trocken am Anfang des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | [tedaiin:?] | [chepched:?] | kaltes Zubereitungsgut | zwei Dosen bis zur Mittelstufe eingeweichter Droge | Pulverstoff | ein Maß kalten Ansatzes	kalt und bis zur mittleren Trockenstufe gebracht; kalt, Grad III; angetrocknet; bis zur mittleren Kühlstufe gebracht; [tedaiin:?]; [chepched:?]; kaltes Zubereitungsgut; zwei Dosen bis zur Mittelstufe eingeweichter Droge; Pulverstoff; ein Maß kalten Ansatzes	3	2	0
f114v	f114v.40	S	1	8	oteeey	EXACT_WHOLE	eeo cheo y oteey qotaiin cheo l oteeey daiin oteey teeedy dm	[eeo:?] | trocken angesetzte Zubereitung | Eintragsteil abgeschlossen | kalter Ansatz am Ende des Grades | kalt, Grad III | trocken angesetzte Zubereitung | trockener Drogenstoff | [oteeey:?] | Grad-/Maßwert III | kalter Ansatz am Ende des Grades | vollständig abgekühlt und abgeschlossen | [dm:?]	[eeo:?] | trocken angesetzte Zubereitung | Eintragsteil abgeschlossen | kalter Ansatz am Ende des Grades | kalt, Grad III | trocken angesetzte Zubereitung | trockener Drogenstoff | Ansatz bis zur letzten Stufe abkühlen und abschließen | Grad-/Maßwert III | kalter Ansatz am Ende des Grades | vollständig abgekühlt und abgeschlossen | [dm:?]	[eeo:?]; trocken angesetzte Zubereitung; Ansatz auf Kühlendstufe; kalt, Grad III; trockener Drogenstoff; Ansatz bis zur letzten Stufe abkühlen und abschließen; drei Maße; Ansatz auf Kühlendstufe; vollständig abgekühlt und abgeschlossen; [dm:?]	3	2	0
f115r	f115r.13	S	1	6	qotcho	QOTCHO_ACTION	tchedy qoolkeedy qokchedy qotchd lpchedy qotcho lar airorlchy cpholrory	kalt und trocken in der Mitte des Grades, abgeschlossen | [qoolkeedy:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [qotchd:?] | [lpchedy:?] | [qotcho:?] | Holzfraktion I | [airorlchy:?] | [cpholrory:?]	kalt und trocken in der Mitte des Grades, abgeschlossen | [qoolkeedy:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [qotchd:?] | [lpchedy:?] | kühle, trockne und setze an | Holzfraktion I | [airorlchy:?] | [cpholrory:?]	kalt und bis zur mittleren Trockenstufe gebracht; [qoolkeedy:?]; heiß und bis zur mittleren Trockenstufe gebracht; [qotchd:?]; [lpchedy:?]; kühle, trockne und setze an; Holzfraktion I; [airorlchy:?]; [cpholrory:?]	6	5	0
f115r	f115r.21	S	1	9	oeeody	EXACT_WHOLE	yches oaiin or al chy cheody rodaiin cheockhy oeeody	trockne hiervon eine Charge bis zur Mittelstufe | Ansatzmenge III | Drogenportion | Rohstoffklasse I | trocken am Anfang des Grades | getrockneter Ansatz | Wurzel/Wurzeldrogezubereitung, Dosis III | trocken angesetztes Arzneikompositum am Gradanfang | [oeeody:?]	trockne hiervon eine Charge bis zur Mittelstufe | Ansatzmenge III | Drogenportion | Rohstoffklasse I | trocken am Anfang des Grades | getrockneter Ansatz | Wurzel/Wurzeldrogezubereitung, Dosis III | trocken angesetztes Arzneikompositum am Gradanfang | Ansatz vollständig bereiten, erneut ansetzen und fertigstellen	trockne hiervon eine Charge bis zur Mittelstufe; Ansatzmenge III; Drogenportion; Rohstoff I; angetrocknet; getrockneter Ansatz; Wurzel/Wurzeldrogezubereitung, Dosis III; trocken angesetztes Arzneikompositum am Gradanfang; Ansatz vollständig bereiten, erneut ansetzen und fertigstellen	1	0	1
f115r	f115r.24	S	1	13	cheeor	EXACT_WHOLE	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	[dcheol:?] | erhitze den Drogenstoff bis zur Mittelstufe | Drogenportion | Drogenfraktion I | Menge III | trocken am Ende des Grades | [okeeeo:?] | Drogenportion | trocknen | Holzportion | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [otlaiin:?] | [cheeor:?] | Drogenfraktion I, abgeschlossen	[dcheol:?] | erhitze den Drogenstoff bis zur Mittelstufe | Drogenportion | Drogenfraktion I | Menge III | trocken am Ende des Grades | [okeeeo:?] | Drogenportion | trocknen | Holzportion | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [otlaiin:?] | eine Portion vollständig getrocknete Droge | Drogenfraktion I, abgeschlossen	[dcheol:?]; erhitze den Drogenstoff bis zur Mittelstufe; Drogenportion; Drogenfraktion I; drei Teile; vollständig getrocknet; [okeeeo:?]; Drogenportion; trockne Folgendes: Holzportion; Grundansatz; [otlaiin:?]; eine Portion vollständig getrocknete Droge; Drogenfraktion I, abgeschlossen	4	3	0
f115r	f115r.5	S	1	1	ycheedy	YCHEEDY_ACTION	ycheedy chedar olkees sheed qodain qoteedy qokedy qokeed lchedar qotchedy ro	[ycheedy:?] | abgemessene Trockenfraktion I, Mittelstufe | Charge vollständig erhitzten Drogenstoffs | Einweichung vollständig abgeschlossen | Qualitätsgrad II | kalt am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | getrocknete Holzfraktion I | kalt und trocken in der Mitte des Grades, abgeschlossen | [ro:?]	trockne hiervon vollständig und stelle es fertig | abgemessene Trockenfraktion I, Mittelstufe | Charge vollständig erhitzten Drogenstoffs | Einweichung vollständig abgeschlossen | Qualitätsgrad II | kalt am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | getrocknete Holzfraktion I | kalt und trocken in der Mitte des Grades, abgeschlossen | [ro:?]	trockne hiervon vollständig und stelle es fertig; abgemessene Trockenfraktion I, Mittelstufe; Charge vollständig erhitzten Drogenstoffs; Einweichung vollständig abgeschlossen; Stufe II; bis zur Kühlendstufe gebracht; bis zur mittleren Heizstufe gebracht; erhitze bis zur Endstufe und schließe ab; getrocknete Holzfraktion I; kalt und bis zur mittleren Trockenstufe gebracht; [ro:?]	2	1	0
f115v	f115v.18	S	1	1	pchodain	EXACT_WHOLE	pchodain chotain choky lchain lpchdain dalchedy qotolchedy qopchedy	[pchodain:?] | Trockenansatz auf Kühlstufe II | heiß-trockene Zubereitung, Grundform | [lchain:?] | [lpchdain:?] | abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen | [qotolchedy:?] | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	zwei Dosen getrockneten Pulveransatzes abmessen | Trockenansatz auf Kühlstufe II | heiß-trockene Zubereitung, Grundform | [lchain:?] | [lpchdain:?] | abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen | [qotolchedy:?] | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	zwei Dosen getrockneten Pulveransatzes abmessen; Trockenansatz auf Kühlstufe II; heiß-trockene Zubereitung, Grundform; [lchain:?]; [lpchdain:?]; abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen; [qotolchedy:?]; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	4	3	0
f115v	f115v.22	S	1	2	shedain	EXACT_WHOLE	soiin shedain qokeedy chodain otedain qokeedy qokeedy qotedy rosy	Samen/Saatgutzubereitung, Form III | [shedain:?] | heiß am Ende des Grades, abgeschlossen | [chodain:?] | [otedain:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | [rosy:?]	Samen/Saatgutzubereitung, Form III | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß am Ende des Grades, abgeschlossen | [chodain:?] | [otedain:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | [rosy:?]	Samen/Saatgutzubereitung, Form III; zwei Dosen bis zur Mittelstufe eingeweichter Droge; bis zur Heizendstufe gebracht; [chodain:?]; [otedain:?]; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; bis zur mittleren Kühlstufe gebracht; [rosy:?]	4	3	0
f115v	f115v.40	S	1	3	shedain	EXACT_WHOLE	ycheeol kaiin shedain s cho r okas cheos qokchy	[ycheeol:?] | heiß, Grad III | [shedain:?] | Samen-/Saatgutposten | Trockenansatz | Wurzel | [okas:?] | Charge eines mitteltrockenen Ansatzes | heiß und trocken am Anfang des Grades	[ycheeol:?] | heiß, Grad III | zwei Dosen bis zur Mittelstufe eingeweichter Droge | Samen-/Saatgutposten | Trockenansatz | Wurzel | [okas:?] | Charge eines mitteltrockenen Ansatzes | heiß und trocken am Anfang des Grades	[ycheeol:?]; heiß, Grad III; zwei Dosen bis zur Mittelstufe eingeweichter Droge; Samen-/Saatgutposten; Trockenansatz; Wurzel; [okas:?]; Charge eines mitteltrockenen Ansatzes; heiß und angetrocknet	3	2	0
f116r	f116r.34	S	1	9	qolchey	QOLCHEY_ACTION	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	heiß, Grad II | Drogenfraktion I | Wurzel, Typ/Charge III | [shek:?] | heiß im Zubereitungsrahmen, Grad II | Eintragsteil abgeschlossen | Wurzel | feucht in der Mitte des Grades | [qolchey:?] | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | nimm ein Maß und erhitze es	heiß, Grad II | Drogenfraktion I | Wurzel, Typ/Charge III | [shek:?] | heiß im Zubereitungsrahmen, Grad II | Eintragsteil abgeschlossen | Wurzel | feucht in der Mitte des Grades | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | nimm ein Maß und erhitze es	heiß, Grad II; Drogenfraktion I; Wurzel, Typ/Charge III; [shek:?]; heiß im Zubereitungsrahmen, Grad II; Wurzel; bis zur mittleren Einweichstufe; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; Ansatz auf Heizstufe III; Arzneikompositum: feucht, Gradanfang; nimm ein Maß und erhitze es	2	1	0
f11r	f11r.6	H	1	7	ykchor	EXACT_WHOLE	odl d s y otol chaiin ykchor dair chody cthy s daiin	[odl:?] | Dosis | Samen-/Saatgutposten | Eintragsteil abgeschlossen | kaltes Zubereitungsgut | trocken, Grad III | [ykchor:?] | abgemessene Fraktion II | Trockenansatz, abgeschlossen | CTH-Drogenmaterial | Samen-/Saatgutposten | Grad-/Maßwert III	[odl:?] | Dosis | Samen-/Saatgutposten | Eintragsteil abgeschlossen | kaltes Zubereitungsgut | trocken, Grad III | erhitze hiervon den Pflanzenteil | abgemessene Fraktion II | Trockenansatz, abgeschlossen | CTH-Drogenmaterial | Samen-/Saatgutposten | Grad-/Maßwert III	[odl:?]; Dosis; Samen-/Saatgutposten; kaltes Zubereitungsgut; trocken, Grad III; erhitze hiervon den Pflanzenteil; abgemessene Fraktion II; Trockenansatz, abgeschlossen; Krautdroge; Samen-/Saatgutposten; drei Maße	2	1	0
f11v	f11v.7	H	1	6	chold	CHOLD_ACTION	ycheor ksho dor cthey s chold	nimm hiervon eine bis zur Mittelstufe getrocknete Portion | erhitze, weiche ein und setze an | miss eine Portion Droge ab | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | Samen-/Saatgutposten | [chold:?]	nimm hiervon eine bis zur Mittelstufe getrocknete Portion | erhitze, weiche ein und setze an | miss eine Portion Droge ab | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | Samen-/Saatgutposten | getrockneten Drogenstoff abschließen	nimm hiervon eine bis zur Mittelstufe getrocknete Portion; erhitze, weiche ein und setze an; miss eine Portion Droge ab; Krautdroge, Form I; Blatt-/Krautdroge, Form I; Samen-/Saatgutposten; getrockneten Drogenstoff abschließen	1	0	1
f14r	f14r.10	H	1	2	chod	CHOD_ACTION	qotchor chod shoty chody dol dy dy okchydy	kalt-trockene Drogenportion | [chod:?] | [shoty:?] | Trockenansatz, abgeschlossen | Materialmaß | Qualitäts-/Wertfeld geschlossen | Qualitäts-/Wertfeld geschlossen | [okchydy:?]	kalt-trockene Drogenportion | Trockenansatz abschließen | [shoty:?] | Trockenansatz, abgeschlossen | Materialmaß | Qualitäts-/Wertfeld geschlossen | Qualitäts-/Wertfeld geschlossen | [okchydy:?]	kalt-trockene Drogenportion; Trockenansatz abschließen; [shoty:?]; Trockenansatz, abgeschlossen; Materialmaß; [okchydy:?]	3	2	0
f14r	f14r.8	H	1	1	soshy	EXACT_WHOLE	soshy chol shor cheos ykaiin s	[soshy:?] | trocken; nominal trockenes Gut/Material | Blüten-/Fruchtstand; reproduktiver Teil | Charge eines mitteltrockenen Ansatzes | erhitze hiervon auf Stufe III | Samen-/Saatgutposten	Saatgutzubereitung leicht einweichen | trocken; nominal trockenes Gut/Material | Blüten-/Fruchtstand; reproduktiver Teil | Charge eines mitteltrockenen Ansatzes | erhitze hiervon auf Stufe III | Samen-/Saatgutposten	Saatgutzubereitung leicht einweichen; Trockengut; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Charge eines mitteltrockenen Ansatzes; erhitze hiervon auf Stufe III; Samen-/Saatgutposten.	1	0	1
f15v	f15v.3	H	1	4	okeor	EXACT_WHOLE	cthor daiin qokor okeor okaiin	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Menge/Portion III | heiße Drogenportion | [okeor:?] | heiß, Grad III, im Ansatzrahmen	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Menge/Portion III | heiße Drogenportion | eine Portion Ansatz bis zur Mittelstufe erhitzen | heiß, Grad III, im Ansatzrahmen	Drogenteil/-portion; Portion Blatt-/Krautdroge; Menge/Portion III; heiße Drogenportion; eine Portion Ansatz bis zur Mittelstufe erhitzen; Ansatz auf Heizstufe III	1	0	1
f16v	f16v.11	H	1	2	chkchy	CHKCHY_ACTION	okytaiin chkchy saiin	[okytaiin:?] | [chkchy:?] | Samen/Saatgut, Typ/Charge III	[okytaiin:?] | trocknen, erhitzen, erneut trocknen und abschließen | Samen/Saatgut, Typ/Charge III	[okytaiin:?]; trocknen, erhitzen, erneut trocknen und abschließen; Samen/Saatgut, Typ/Charge III	2	1	0
f16v	f16v.3	H	1	7	koshet	KOSHET_ACTION	ykchy dy choy qoty chy kchy koshet	Eintrag/Bezug: heiß-trocken am Gradanfang | Qualitäts-/Wertfeld geschlossen | Trockenansatz leicht abschließen | kalt am Anfang des Grades | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [koshet:?]	Eintrag/Bezug: heiß-trocken am Gradanfang | Qualitäts-/Wertfeld geschlossen | Trockenansatz leicht abschließen | kalt am Anfang des Grades | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | erhitzten Ansatz bis zur Mittelstufe einweichen und abkühlen	Eintrag/Bezug: heiß-trocken am Gradanfang; Trockenansatz leicht abschließen; leicht gekühlt; angetrocknet; heiß und angetrocknet; erhitzten Ansatz bis zur Mittelstufe einweichen und abkühlen	1	0	1
f16v	f16v.6	H	1	7	dairin	EXACT_WHOLE	sor ch kar oty chkar chol dairin	Samenportion | trockne heiße Drogenfraktion I | heiße Drogenfraktion I | kalter Ansatz am Anfang des Grades | erste heiß getrocknete Fraktion | trocken; nominal trockenes Gut/Material | [dairin:?]	Samenportion | trockne heiße Drogenfraktion I | heiße Drogenfraktion I | kalter Ansatz am Anfang des Grades | erste heiß getrocknete Fraktion | trocken; nominal trockenes Gut/Material | abgemessene zweite Fraktion, Zubereitungsform II	Samenportion; trockne heiße Drogenfraktion I; kalter Ansatz am Anfang des Grades; erste heiß getrocknete Fraktion; Trockengut; abgemessene zweite Fraktion, Zubereitungsform II	1	0	1
f16v	f16v.8	H	1	9	sholo	EXACT_WHOLE	daiin chol y daiin chcthy qot char chor sholo	Grad-/Maßwert III | trocken; nominal trockenes Gut/Material | ; hierzu: | Grad-/Maßwert III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | kühle die erste Trockenfraktion | Trockenfraktion I | Pflanzen-/Reproduktionsteil | [sholo:?]	Grad-/Maßwert III | trocken; nominal trockenes Gut/Material | ; hierzu: | Grad-/Maßwert III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | kühle die erste Trockenfraktion | Trockenfraktion I | Pflanzen-/Reproduktionsteil | eingeweichten Drogenstoff erneut ansetzen	drei Maße; Trockengut; hierzu: drei Maße; getrocknete Krautdroge; kühle die erste Trockenfraktion; Pflanzenteil; eingeweichten Drogenstoff erneut ansetzen	1	0	1
f17v	f17v.10	H	1	2	okeor	EXACT_WHOLE	oytor okeor okar okol daiir ar	[oytor:?] | [okeor:?] | heiße Drogenfraktion I im Ansatz | heißer Ansatzstoff | abgemessene Fraktion III | Drogenfraktion I	[oytor:?] | eine Portion Ansatz bis zur Mittelstufe erhitzen | heiße Drogenfraktion I im Ansatz | heißer Ansatzstoff | abgemessene Fraktion III | Drogenfraktion I	[oytor:?]; eine Portion Ansatz bis zur Mittelstufe erhitzen; heiße Drogenfraktion I im Ansatz; heißer Ansatzstoff; abgemessene Fraktion III; Drogenfraktion I	2	1	0
f17v	f17v.12	H	1	3	keaiin	EXACT_WHOLE	oy choy keaiin chckhey ol chor	Ansatz in Grundform | Trockenansatz leicht abschließen | [keaiin:?] | Arzneikompositum: trocken, Gradmitte | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Pflanzen-/Reproduktionsteil	Ansatz in Grundform | Trockenansatz leicht abschließen | drei Teile bis zur Mittelstufe erhitzter Droge | Arzneikompositum: trocken, Gradmitte | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Pflanzen-/Reproduktionsteil	Ansatz in Grundform; Trockenansatz leicht abschließen; drei Teile bis zur Mittelstufe erhitzter Droge; Arzneikompositum: trocken, Gradmitte; Grundansatz; Pflanzenteil	1	0	1
