gdt752_contact_id	comparison_group	pair_id	prefix_character	prefix_surface	base_surface	page	physical_folio	locus	prefix_ordinal	base_ordinal	written_order	written_line_eva	prefix_outer_side	prefix_outer_extent	prefix_outer_boundary_reason	prefix_outer_boundary_complete	prefix_outer_anchor_count	prefix_outer_anchor_surfaces	prefix_outer_anchor_tags	prefix_outer_anchor_evidence	prefix_outer_field_channel	prefix_outer_slot_class	prefix_outer_slot_label_de	prefix_outer_quality_stage_support	prefix_outer_preparation_support	prefix_outer_carrier_support	prefix_outer_unknown_count	base_outer_side	base_outer_extent	base_outer_boundary_reason	base_outer_boundary_complete	base_outer_anchor_count	base_outer_anchor_surfaces	base_outer_anchor_tags	base_outer_anchor_evidence	base_outer_field_channel	base_outer_slot_class	base_outer_slot_label_de	base_outer_quality_stage_support	base_outer_preparation_support	base_outer_carrier_support	base_outer_unknown_count	both_outer_boundaries_complete	raw_exact_role_split_support	raw_exact_role_split_reverse	raw_broad_role_split_support	raw_broad_role_split_reverse	exact_role_split_support	exact_role_split_reverse	broad_role_split_support	broad_role_split_reverse	independent_side_evidence_status	complete_field_decision	working_pair_render_de	literal_identity	confirmed_lexeme	component_export_credit
G752-Q029	Q_PREFIX	G751-Q024	q	qokeey	okeey	f103r	f103	f103r.50	7	8	PREFIX_THEN_BASE	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	L	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	3	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	CENSORED__NO_INDEPENDENT_SIDE_SIGNAL	qokeey: äußeres Feld OPEN; okeey: äußeres Feld OPEN	OPEN	0	0
G752-Q030	Q_PREFIX	G751-Q024	q	qokeey	okeey	f103v	f103	f103v.4	3	4	PREFIX_THEN_BASE	y cheey qokeey okeey lkees ol qoteedy ykeedy	L	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	0	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	qokeey: äußeres Feld OPEN; okeey: äußeres Feld OPEN	OPEN	0	0
G752-Q031	Q_PREFIX	G751-Q024	q	qokeey	okeey	f108r	f108	f108r.27	5	4	BASE_THEN_PREFIX	ychedain orcheory qoaiin okeey qokeey chdal okedy qokedy okedam chdy	R	5	RADIUS5_CENSORED	0	1	chdal	DRY|AMOUNT|MATERIAL|BEGIN_STAGE	R1 chdal=trockener abgewogener Rohstoffposten I am Gradanfang [DRY|AMOUNT|MATERIAL|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	1	1	L	3	LINE_EDGE_AFTER_R3	1	1	qoaiin	PART	L1 qoaiin=nimm drei Teile [PART;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	Mengenbezug-/Teilname offen	0	0	1	2	0	0	0	1	0	0	0	0	0	PARTIAL_HYPOTHESIS_SIDE	CENSORED__PARTIAL_HYPOTHESIS_SIDE	qokeey: äußeres Feld DESCRIPTIVE_MATERIA; okeey: äußeres Feld QUANTITY_OR_PART	OPEN	0	0
G752-Q032	Q_PREFIX	G751-Q024	q	qokeey	okeey	f108r	f108	f108r.42	2	1	BASE_THEN_PREFIX	okeey qokeey qokeedy qokeey chedal chedy qokeey okeedain otain oolals	R	1	PAIR_SURFACE_BEFORE_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	qokeey: äußeres Feld OPEN; okeey: äußeres Feld OPEN	OPEN	0	0
G752-Q033	Q_PREFIX	G751-Q024	q	qokeey	okeey	f111v	f111	f111v.9	9	8	BASE_THEN_PREFIX	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	R	3	LINE_EDGE_AFTER_R3	1	1	qokey	HOT|MIDDLE_STAGE	R1 qokey=heiß in der Mitte des Grades [HOT|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	0	0	L	0	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	PARTIAL_HYPOTHESIS_SIDE	PARTIAL_HYPOTHESIS_SIDE	qokeey: äußeres Feld DESCRIPTIVE_QUALITY; okeey: äußeres Feld OPEN	OPEN	0	0
G752-Q034	Q_PREFIX	G751-Q024	q	qokeey	okeey	f112r	f112	f112r.9	4	3	BASE_THEN_PREFIX	saiin ol okeey qokeey y chedy teedy qokchy qokar y	R	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	1	STRICT_INITIAL_BEFORE_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	CENSORED__NO_INDEPENDENT_SIDE_SIGNAL	qokeey: äußeres Feld OPEN; okeey: äußeres Feld OPEN	OPEN	0	0
G752-Q035	Q_PREFIX	G751-Q024	q	qokeey	okeey	f112r	f112	f112r.13	5	6	PREFIX_THEN_BASE	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy	L	3	STRICT_INITIAL_BEFORE_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	4	LINE_EDGE_AFTER_R4	1	1	oteey	COLD|PREPARATION|END_STAGE	R3 oteey=kalter Ansatz am Ende des Grades [COLD|PREPARATION|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	0	1	0	0	0	0	0	0	0	0	MIXED_PARTIAL	MIXED_PARTIAL	qokeey: äußeres Feld OPEN; okeey: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-Q036	Q_PREFIX	G751-Q024	q	qokeey	okeey	f116r	f116	f116r.17	3	4	PREFIX_THEN_BASE	dain chey qokeey okeey lain okeey qol chedy	L	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	0	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	qokeey: äußeres Feld OPEN; okeey: äußeres Feld OPEN	OPEN	0	0
G752-Q037	Q_PREFIX	G751-Q025	q	qokeol	okeol	f99v	f99	f99v.22	8	7	BASE_THEN_PREFIX	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	R	1	PAIR_SURFACE_BEFORE_R2	1	1	ctheol	MATERIAL|MIDDLE_STAGE	R1 ctheol=Krautdrogenstoff der Mittelstufe [MATERIAL|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	Lemma-/Zutatinhalt offen	1	0	1	0	L	5	RADIUS5_CENSORED	0	1	otey	COLD|PREPARATION|MIDDLE_STAGE	L5 otey=kalter Ansatz in der Mitte des Grades [COLD|PREPARATION|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	0	0	1	0	1	1	0	0	0	0	SUPPORT_PREFIX_QUALITY_BASE_PREPARATION	CENSORED__SUPPORT_PREFIX_QUALITY_BASE_PREPARATION	qokeol: äußeres Feld MATERIA_OR_INGREDIENT; okeol: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-Q038	Q_PREFIX	G751-Q025	q	qokeol	okeol	f99v	f99	f99v.38	3	4	PREFIX_THEN_BASE	ol cheey qokeol okeol okeol shokol ykey	L	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	0	PAIR_SURFACE_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	qokeol: äußeres Feld OPEN; okeol: äußeres Feld OPEN	OPEN	0	0
G752-Q039	Q_PREFIX	G751-Q026	q	qokey	okey	f79v	f79	f79v.30	5	4	BASE_THEN_PREFIX	qokain sheeky okar okey qokey tedy skain oteedy qoky	R	1	CURRENT_CLOSE_INCLUDED_R1	1	1	tedy	COLD|CLOSE|MIDDLE_STAGE|END_STAGE	R1 tedy=kalt in der Mitte des Grades, abgeschlossen [COLD|CLOSE|MIDDLE_STAGE|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	0	0	L	3	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	PARTIAL_HYPOTHESIS_SIDE	PARTIAL_HYPOTHESIS_SIDE	qokey: äußeres Feld DESCRIPTIVE_QUALITY; okey: äußeres Feld OPEN	OPEN	0	0
G752-Q040	Q_PREFIX	G751-Q026	q	qokey	okey	f108v	f108	f108v.37	5	6	PREFIX_THEN_BASE	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	L	3	STRICT_INITIAL_BEFORE_R4	1	2	sheckhey|sheor	MOIST|PART|MATERIAL|PREPARATION|MIDDLE_STAGE	L1 sheckhey=feuchtes Arzneikompositum in der Gradmitte [MOIST|PREPARATION|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || L3 sheor=feuchter Drogenteil [MOIST|PART|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	0	R	1	STRICT_INITIAL_BEFORE_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	MIXED_PARTIAL	MIXED_PARTIAL	qokey: äußeres Feld DESCRIPTIVE_MATERIA; okey: äußeres Feld OPEN	OPEN	0	0
G752-Q041	Q_PREFIX	G751-Q043	q	qotedy	otedy	f75v	f75	f75v.7	10	9	BASE_THEN_PREFIX	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar	R	1	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	0	PRIOR_CLOSE_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	qotedy: äußeres Feld OPEN; otedy: äußeres Feld OPEN	OPEN	0	0
G752-Q042	Q_PREFIX	G751-Q043	q	qotedy	otedy	f76r	f76	f76r.3	7	8	PREFIX_THEN_BASE	yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol chedy aiiny	L	5	RADIUS5_CENSORED	0	3	qokeed|qokey|qokeey	HOT|PROCESS|MIDDLE_STAGE|END_STAGE	L3 qokeed=erhitze bis zur Endstufe und schließe ab [HOT|PROCESS|END_STAGE;W3_SOLID_WORKING_THEORY] || L4 qokey=heiß in der Mitte des Grades [HOT|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || L5 qokeey=heiß am Ende des Grades [HOT|END_STAGE;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_PROCESS	INGREDIENT_OR_PROCESS_COMPLEMENT	Stoff-/Prozessergänzung offen	1	0	0	0	R	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	0	0	0	0	0	0	0	0	0	PARTIAL_HYPOTHESIS_SIDE	CENSORED__PARTIAL_HYPOTHESIS_SIDE	qotedy: äußeres Feld PRESCRIPTIVE_PROCESS; otedy: äußeres Feld OPEN	OPEN	0	0
G752-Q043	Q_PREFIX	G751-Q044	q	qoteey	oteey	f107v	f107	f107v.46	8	9	PREFIX_THEN_BASE	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain	L	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	R	1	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	0	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	CENSORED__NO_INDEPENDENT_SIDE_SIGNAL	qoteey: äußeres Feld OPEN; oteey: äußeres Feld OPEN	OPEN	0	0
G752-Q044	Q_PREFIX	G751-Q044	q	qoteey	oteey	f108r	f108	f108r.10	3	4	PREFIX_THEN_BASE	taiin shkeedy qoteey oteey ykeol ykeedy chekar qokeeodaiin okeyty ody	L	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	R	2	CURRENT_CLOSE_INCLUDED_R2	1	1	ykeedy	HOT|CLOSE|END_STAGE	R2 ykeedy=Eintrag: heiß am Gradende, abgeschlossen [HOT|CLOSE|END_STAGE;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	0	1	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	qoteey: äußeres Feld OPEN; oteey: äußeres Feld DESCRIPTIVE_QUALITY	OPEN	0	0
