context_id	page	locus	section	language	hand	body	head	head_class	form	working_default_de	token_ordinal	line_position	previous	following	reader_exact	split_normalized	zl3b_line
G636-X137	f76v	f76v.22	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	7	MIDDLE	teedy	qokedy	1	1	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy
G636-X138	f77r	f77r.19	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	2	MIDDLE	qokeedy	lsheey	1	1	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
G636-X139	f77v	f77v.14	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	5	MIDDLE	olchey	qedy	1	1	darcheedal qeedy qeedeey olchey lchey qedy or cheey qol rar ar
G636-X140	f78v	f78v.13	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	8	LAST	qokeedy	<EOS>	0	0	dchokol chedy qokedy qokey qol chedy qokeedy lchey
G636-X141	f78v	f78v.20	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	6	MIDDLE	chedy	cphar	0	0	qofcheol opchedy qokain op chedy lchey cphar ol okalor
G636-X142	f78v	f78v.6	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	6	MIDDLE	ykeey	qokain	0	0	ety okeey or eey ykeey lchey qokain okedy qokedy qol
G636-X143	f79r	f79r.15	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	11	LAST	sheol	<EOS>	1	1	qokl shey qokal chedy okol dyty r aiin ol sheol lchey
G636-X144	f79r	f79r.22	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	1	FIRST	<BOS>	dal	1	1	lchey dal sheedy efchedy otain shey qofchey ol dorchedchey
G636-X145	f79r	f79r.28	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	9	LAST	otoldy	<EOS>	0	1	y dolsheey qokain o dain yteey chyteey otoldy lchey
G636-X146	f79r	f79r.3	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	8	MIDDLE	chey	qokeey	1	1	yshealdy rshedy qoteedy chckhey qo y chey lchey qokeey rchedy
G636-X147	f79v	f79v.20	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	2	MIDDLE	dchedy	qety	1	1	dchedy lchey qety shedy okain ykees olkey oty shey qoly
G636-X148	f80r	f80r.14	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	10	MIDDLE	chckhy	qotar	1	1	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal
G636-X149	f80r	f80r.53	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	3	MIDDLE	eey	qokal	1	1	lol eey lchey qokal cheol lchor otlol
G636-X150	f81r	f81r.23	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	6	LAST	chey	<EOS>	1	1	chey okain sheckhy soiin chey lchey
G636-X151	f82r	f82r.13	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	7	MIDDLE	cheey	solarol	1	1	tcheol olchedy qokeedy qotedy chedar cheey lchey solarol
G636-X152	f82r	f82r.32	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	4	MIDDLE	chckhey	lcheckhy	1	1	taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain
G636-X153	f82v	f82v.14	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	2	MIDDLE	dalchedy	rol	1	1	dalchedy lchey rol rol cheey s ain shey
G636-X154	f82v	f82v.16	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	2	MIDDLE	qokedy	cheey	1	1	qokedy lchey cheey raiin shes qokchey qokain okal dy lchedam
G636-X155	f83v	f83v.23	B	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	7	LAST	shckhy	<EOS>	1	1	qol aiiin chckhedy sheol qokaiin shckhy lchey
G636-X156	f85r1	f85r1.9	T	B	2	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	2	MIDDLE	tsheed	qokeshy	1	1	tsheed lchey qokeshy dair shedar sheol qo ar chofchdy qotdy ofar
G636-X157	f88v	f88v.7	P	A	1	chey	l	INGREDIENT	lchey	Drogenholz, trocken gebunden, Form I	5	MIDDLE	qokeo	chkeor	0	0	dshor shor qokeody qokeo lchey chkeor qokeey daiin qokeom
G636-X158	f107r	f107r.24	S	B	3	al	p	ENTRY	pal	Pulverrohstoff I	1	FIRST	<BOS>	alchky	1	1	pal alchky okil cheol kair lkain qokeeo kair dar aiinpchod lkaiiin olfy
G636-X159	f107r	f107r.50	S	B	3	al	p	ENTRY	pal	Pulverrohstoff I	12	MIDDLE	pchdy	tar	1	1	chain al lkeey chol taidy qotaiin y taiin lkl lfchal pchdy pal tar
G636-X160	f100v	f100v.18	P	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	11	LAST	qokeol	<EOS>	1	1	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal
G636-X161	f102v2	f102v2.34	P	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	8	LAST	okey	<EOS>	1	1	sorshey okeeor sheockhey qokeos okchol ctheor okey sal
G636-X162	f103r	f103r.2	S	B	3	al	s	ENTRY	sal	Saat-Rohstoff I	10	MIDDLE	otchy	lkeey	1	1	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy
G636-X163	f103v	f103v.12	S	B	3	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	sheal	1	1	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam
G636-X164	f103v	f103v.29	S	B	3	al	s	ENTRY	sal	Saat-Rohstoff I	6	MIDDLE	chcthy	araiin	1	1	olcheeey chey lkchdy sho chcthy sal araiin qokeey
G636-X165	f108v	f108v.27	S	B	3	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	lcheal	1	1	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam
G636-X166	f111r	f111r.3	S	B	3	al	s	ENTRY	sal	Saat-Rohstoff I	10	MIDDLE	cheokedy	lokam	1	1	dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeear cheokedy sal lokam
G636-X167	f112r	f112r.29	S	B	3	al	s	ENTRY	sal	Saat-Rohstoff I	5	MIDDLE	chokeey	okaiin	1	1	sar aiin olshedy chokeey sal okaiin oteey qokeey olor al chealy
G636-X168	f112v	f112v.30	S	B	3	al	s	ENTRY	sal	Saat-Rohstoff I	4	MIDDLE	okeedey	aiin	0	0	polor sheedy okeedey sal aiin sheedar okedy qopchedy dalkedy opchdy
G636-X169	f15r	f15r.4	H	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	6	LAST	ckhaiin	<EOS>	1	1	scheaiin chodaiin chl sol ckhaiin sal
G636-X170	f2r	f2r.12	H	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	11	LAST	chyky	<EOS>	1	1	okol chy chor cthor yor an chan saiin chety chyky sal
G636-X171	f41r	f41r.5	H	B	5	al	s	ENTRY	sal	Saat-Rohstoff I	2	MIDDLE	qotchy	yteedy	1	1	qotchy sal yteedy kchdy dchedy keedy dchedy dalain
G636-X172	f47v	f47v.1	H	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	5	MIDDLE	chopchy	sary	1	1	psheot cheor cholsho chopchy sal sary
G636-X173	f47v	f47v.8	H	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	4	LAST	chodaly	<EOS>	1	1	daiin cheotar chodaly sal
G636-X174	f52v	f52v.11	H	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	5	LAST	ckhey	<EOS>	1	1	daiin shor qodaiin ckhey sal
G636-X175	f75r	f75r.47	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	okeedy	1	1	sal okeedy
G636-X176	f75r	f75r.9	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	9	LAST	olchedy	<EOS>	1	1	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal
G636-X177	f75v	f75v.15	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	ol	0	0	sal ol olain olkey olshed qokaly qokar chedy qokain ty lshdy qo
G636-X178	f75v	f75v.17	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	shed	1	1	sal shed ykain qokain sheckhy ld saiin ckhy lshedy
G636-X179	f75v	f75v.41	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	shedy	0	0	sal shedy qokain shey qoin ol shey ol shey qoky qol cheey chl or sheolo
G636-X180	f76r	f76r.11	T	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	11	MIDDLE	chckhy	oty	1	1	qotedshedy qorain oteedy chedy ol chdy raiiin chekain dain chckhy sal oty
G636-X181	f76r	f76r.50	T	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	2	MIDDLE	pchedy	dol	1	1	pchedy sal dol shdy olkedy qokaiin otal rory
G636-X182	f76r	f76r.51	T	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	5	MIDDLE	keedy	raiin	1	1	qkor shedy shey keedy sal raiin opchdy dar chedy qopchedy rorol
G636-X183	f77r	f77r.10	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	10	LAST	chetey	<EOS>	1	1	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal
G636-X184	f77r	f77r.47	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	4	MIDDLE	saiisol	dalo	1	1	ysheey dal saiisol sal dalo tain dary dalo
G636-X185	f77v	f77v.10	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	4	MIDDLE	checkhy	shedy	1	1	tchedar alain checkhy sal shedy qokal chedy qokedy qol shedy lol
G636-X186	f78v	f78v.30	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	shol	1	1	sal shol sain sheety or oiiin okal oltal qokar ary
G636-X187	f79r	f79r.12	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	6	LAST	qotaiin	<EOS>	1	1	qokchy qotchey ldain shedy qotaiin sal
G636-X188	f80r	f80r.22	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	8	MIDDLE	shedy	olkain	1	1	qokeedy qol shecthy qokalkeol qoky qokal shedy sal olkain shey qokl
G636-X189	f80r	f80r.48	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	shy	1	1	sal shy loiin cheey qotl shety sheoky qokaiin cheey ram
G636-X190	f81v	f81v.24	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	7	MIDDLE	cheedy	teol	1	1	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly
G636-X191	f82r	f82r.24	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	4	MIDDLE	qokeoy	raiin	1	1	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy
G636-X192	f83v	f83v.26	B	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	chear	0	0	sal chear shey qokar shedy qokain ollchy
G636-X193	f86v5	f86v5.11	T	B	2	al	s	ENTRY	sal	Saat-Rohstoff I	4	MIDDLE	octhey	kaiin	1	1	taral okar octhey sal kaiin ytal chey otal aiiin olkam
G636-X194	f87v	f87v.12	H	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	7	MIDDLE	cheol	dain	1	1	ytcheoqo chos ckheos cheoy s cheol sal dain
G636-X195	f89v1	f89v1.17	P	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	1	FIRST	<BOS>	shol	1	1	sal shol ykol daram sholckhy dolchey dalshdy okeol dalchy
G636-X196	f93r	f93r.11	H	A	1	al	s	ENTRY	sal	Saat-Rohstoff I	7	LAST	al	<EOS>	1	1	okeol oteol s odam sheo al sal
G636-X197	f104r	f104r.27	S	B	3	al	r	INGREDIENT	ral	Wurzelrohstoff I	5	MIDDLE	dl	cheodl	1	1	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin
G636-X198	f106r	f106r.31	S	B	3	al	r	INGREDIENT	ral	Wurzelrohstoff I	4	MIDDLE	aiiiky	cheol	1	1	yshar chkar aiiiky ral cheol oraiin
G636-X199	f106v	f106v.13	S	B	3	al	r	INGREDIENT	ral	Wurzelrohstoff I	3	MIDDLE	qoeeey	ches	1	1	olkeealkchedy qoeeey ral ches al ytar shsy lchey ykaiin shy lkam
G636-X200	f108v	f108v.14	S	B	3	al	r	INGREDIENT	ral	Wurzelrohstoff I	8	MIDDLE	a	olaiin	0	0	qokeey lo r aiin chey keear a ral olaiin chedy
G636-X201	f108v	f108v.46	S	B	3	al	r	INGREDIENT	ral	Wurzelrohstoff I	11	LAST	qokeey	<EOS>	1	1	saiin sheeain qkain okeey qokalor cheol keol chedy qokeey qokeey ral
G636-X202	f112r	f112r.17	S	B	3	al	r	INGREDIENT	ral	Wurzelrohstoff I	7	MIDDLE	cheo	cheey	1	1	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am
G636-X203	f113r	f113r.24	S	B	3	al	r	INGREDIENT	ral	Wurzelrohstoff I	6	MIDDLE	or	arody	0	0	dair chor chopchey araiin or ral arody
G636-X204	f115v	f115v.44	S	B	3	al	r	INGREDIENT	ral	Wurzelrohstoff I	6	MIDDLE	qokchey	rchos	1	1	ototar sheey qokey qokchey qokchey ral rchos oty lchedy
G636-X205	f76v	f76v.9	B	B	2	al	r	INGREDIENT	ral	Wurzelrohstoff I	3	MIDDLE	chey	cheey	1	1	sheor chey ral cheey r al cheedy
G636-X206	f77v	f77v.25	B	B	2	al	r	INGREDIENT	ral	Wurzelrohstoff I	9	LAST	qokeedy	<EOS>	1	1	lchor oiiin shedy qokaiin saiin dal sheedy qokeedy ral
G636-X207	f80r	f80r.24	B	B	2	al	r	INGREDIENT	ral	Wurzelrohstoff I	12	MIDDLE	olkeey	chedyor	1	1	lol chey rchy r ol dain oty qoty otalor sheckhy olkeey ral chedyor
G636-X208	f80r	f80r.49	B	B	2	al	r	INGREDIENT	ral	Wurzelrohstoff I	3	MIDDLE	chey	kar	0	1	tiiin chey ral kar chey lkl ol shees okaiin olky oklor
G636-X209	f80v	f80v.38	B	B	2	al	r	INGREDIENT	ral	Wurzelrohstoff I	9	LAST	rchey	<EOS>	1	1	polkedy lsheckhy olky ot olkchy rchey qcthy rchey ral
G636-X210	f81v	f81v.17	B	B	2	al	r	INGREDIENT	ral	Wurzelrohstoff I	9	LAST	dl	<EOS>	1	1	sshkchdy chedy ol shedy qolchedy qokain ckhy dl ral
G636-X211	f82v	f82v.25	B	B	2	al	r	INGREDIENT	ral	Wurzelrohstoff I	5	MIDDLE	qoty	tchdarol	1	1	qok sheol kechey qoty ral tchdarol sheytchdy qokal
G636-X212	f88r	f88r.8	P	A	1	al	r	INGREDIENT	ral	Wurzelrohstoff I	1	FIRST	<BOS>	sheom	0	0	ral sheom keol chear shekor qokor daiin sar s aiin oky sam
G636-X213	f105r	f105r.27	S	B	3	al	l	INGREDIENT	lal	Holzrohstoff I	5	MIDDLE	r	cheesy	1	1	dair cho al r lal cheesy cphedy
G636-X214	f108v	f108v.28	S	B	3	al	l	INGREDIENT	lal	Holzrohstoff I	8	MIDDLE	aiin	lkeeedy	1	1	paror aiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol tan al
G636-X215	f111v	f111v.14	S	B	3	al	l	INGREDIENT	lal	Holzrohstoff I	11	MIDDLE	lkain	gm	1	1	qocheol qokain chear ol oin shedy qotaiin qokeechy olkeey lkain lal gm
G636-X216	f76v	f76v.22	B	B	2	al	l	INGREDIENT	lal	Holzrohstoff I	10	MIDDLE	chedy	chedy	1	1	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy
G636-X217	f83r	f83r.10	B	B	2	al	l	INGREDIENT	lal	Holzrohstoff I	12	MIDDLE	chky	sam	1	1	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam
G636-X218	f83v	f83v.13	B	B	2	al	l	INGREDIENT	lal	Holzrohstoff I	13	LAST	ol	<EOS>	1	1	qol chey qo lched qolky qokal chedy chedy daiin chckhy cheor ol lal
G636-X219	f106v	f106v.42	S	B	3	y	p	ENTRY	py	Pulver in Grundform	1	FIRST	<BOS>	chal	0	0	py chal shedy qoteedy cheyky okedaiin otedy odaiin chdy chy keedy lkey
G636-X220	f19v	f19v.1	H	A	1	y	p	ENTRY	py	Pulver in Grundform	5	MIDDLE	opchey	kchy	0	0	pochaiin cthor chpcheos opchey py kchy
G636-X221	f45v	f45v.5	H	A	1	y	p	ENTRY	py	Pulver in Grundform	8	MIDDLE	dol	otytam	1	1	qotol choiin okchar dar oty shoto dol py otytam
G636-X222	f102r1	f102r1.9	P	A	1	y	s	ENTRY	sy	Saatgut in Grundform	7	LAST	qokshdy	<EOS>	1	1	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy
G636-X223	f102v2	f102v2.32	P	A	1	y	s	ENTRY	sy	Saatgut in Grundform	12	LAST	daiin	<EOS>	1	1	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy
G636-X224	f105v	f105v.30	S	B	3	y	s	ENTRY	sy	Saatgut in Grundform	12	LAST	aiin	<EOS>	1	1	dchedy cheey qokor otaiin otair otair okeedy kaiin aiin s aiin sy
G636-X225	f112r	f112r.21	S	B	3	y	s	ENTRY	sy	Saatgut in Grundform	10	LAST	al	<EOS>	1	1	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy
G636-X226	f14r	f14r.9	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	6	MIDDLE	koiin	sho	1	1	sody chody otchody qotchy koiin sy sho ty dy
G636-X227	f15r	f15r.11	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	4	MIDDLE	chl	chor	1	1	okaiin otaiin chl sy chor choross
G636-X228	f16v	f16v.7	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	5	LAST	chy	<EOS>	1	1	pchocthy chypchy qotchy chy sy
G636-X229	f17v	f17v.8	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	6	LAST	choldaiin	<EOS>	1	1	qokeey kchar ol dy choldaiin sy
G636-X230	f22r	f22r.4	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	7	MIDDLE	ypchol	schor	1	1	pchaiin ofchy daiin cfhy doroiin ypchol sy schor daiin
G636-X231	f25r	f25r.1	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	9	LAST	cpholdy	<EOS>	1	1	fcholdy soshy daiin y shody daiin ocholdy cpholdy sy
G636-X232	f29v	f29v.3	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	11	LAST	otey	<EOS>	1	1	chol chol kor shey odaiin qotchy taiin s she otey sy
G636-X233	f30r	f30r.2	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	10	LAST	keeodol	<EOS>	1	1	ychody chey chkeey ksho keeor cheor shey she keeodol sy
G636-X234	f36r	f36r.5	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	9	MIDDLE	chy	chytaroiin	1	1	daiin qor chol ctholy s o r chy sy chytaroiin
G636-X235	f38r	f38r.4	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	10	LAST	aiin	<EOS>	1	1	ychok chey chckh chy chko r odaiin d aiin sy
G636-X236	f42v	f42v.6	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	3	MIDDLE	cheotchar	saiin	1	1	okeokear cheotchar sy saiin cthar d am
G636-X237	f45v	f45v.9	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	5	MIDDLE	qokom	sa	1	1	ychor cthy chol qokom sy sa ykchom
G636-X238	f47v	f47v.5	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	6	MIDDLE	shy	sary	1	1	dsholy shees chor ody shy sy sary
G636-X239	f58r	f58r.10	S	A	3	y	s	ENTRY	sy	Saatgut in Grundform	12	LAST	ote	<EOS>	0	0	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy
G636-X240	f66v	f66v.2	H	B	5	y	s	ENTRY	sy	Saatgut in Grundform	9	LAST	qotal	<EOS>	1	1	teodal tchedy dshey okshedy okeedy dcheeky daldy qotal sy
G636-X241	f75r	f75r.41	B	B	2	y	s	ENTRY	sy	Saatgut in Grundform	7	LAST	keedy	<EOS>	1	1	sokeedy qokeedy oteedy qoky dy keedy sy
G636-X242	f76v	f76v.37	B	B	2	y	s	ENTRY	sy	Saatgut in Grundform	11	LAST	saiin	<EOS>	1	1	qoeedy lchedy chees ol oiiin chchky shekeey qokey qoky saiin sy
G636-X243	f80r	f80r.15	B	B	2	y	s	ENTRY	sy	Saatgut in Grundform	10	LAST	cheoltain	<EOS>	1	1	qokedy qokeedy checkhy olchedy qokain chey qokechckhy otar cheoltain sy
G636-X244	f83r	f83r.14	B	B	2	y	s	ENTRY	sy	Saatgut in Grundform	10	LAST	dal	<EOS>	1	1	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy
G636-X245	f83r	f83r.33	B	B	2	y	s	ENTRY	sy	Saatgut in Grundform	1	FIRST	<BOS>	s	1	1	sy s aiin sheekchy qokey sain
G636-X246	f8r	f8r.3	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	3	MIDDLE	shy	chodaiin	0	0	chodar shy sy chodaiin shokchy chor dy
G636-X247	f8v	f8v.3	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	3	MIDDLE	cheal	chory	1	1	qody cheal sy chory chear shol chaiin shaiin dolas
G636-X248	f96v	f96v.6	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	4	LAST	alchey	<EOS>	1	1	yteeody teodar alchey sy
G636-X249	f9r	f9r.6	H	A	1	y	s	ENTRY	sy	Saatgut in Grundform	6	MIDDLE	shar	shydal	1	1	pshoain cthoaiin okaiir odoral shar sy shydal chdy
G636-X250	f105r	f105r.12	S	B	3	y	r	INGREDIENT	ry	rohe Wurzel	12	LAST	ykedy	<EOS>	1	1	yaiir yteeo dy qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry
G636-X251	f105v	f105v.26	S	B	3	y	r	INGREDIENT	ry	rohe Wurzel	12	LAST	alkaiin	<EOS>	1	1	lkl sheeodees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry
G636-X252	f106v	f106v.5	S	B	3	y	r	INGREDIENT	ry	rohe Wurzel	12	LAST	dair	<EOS>	1	1	tshoar oeey qokain shypchedy opched qopchedy otaiin chepar aiin octhy dair ry
G636-X253	f30r	f30r.3	H	A	1	y	r	INGREDIENT	ry	rohe Wurzel	3	MIDDLE	cho	chey	0	0	chodaiin cho ry chey doiin sain chorain cheey keem
G636-X254	f39r	f39r.6	H	B	2	y	r	INGREDIENT	ry	rohe Wurzel	11	LAST	shdalo	<EOS>	1	1	pchdaiin she dam qofchedy shedy kchdy dydy opchekaiin shoy shdalo ry
G636-X255	f66r	f66r.65	T	B	5	y	r	INGREDIENT	ry	rohe Wurzel	11	LAST	aly	<EOS>	0	0	dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry
G636-X256	f75r	f75r.20	B	B	2	y	r	INGREDIENT	ry	rohe Wurzel	1	FIRST	<BOS>	shey	1	1	ry shey qor chey lchey lo ydain shey qokain
G636-X257	f82r	f82r.25	B	B	2	y	r	INGREDIENT	ry	rohe Wurzel	10	LAST	sheey	<EOS>	1	1	dol qoesedy sheeal sheedy lshed qockhey lchedy lar sheey ry
G636-X258	f8v	f8v.15	H	A	1	y	r	INGREDIENT	ry	rohe Wurzel	10	LAST	chor	<EOS>	1	1	or chol chan chy chor cheain char cheeky chor ry
G636-X259	f8v	f8v.7	H	A	1	y	r	INGREDIENT	ry	rohe Wurzel	7	LAST	chotain	<EOS>	1	1	sho kchol dar shey cthar chotain ry
G636-X260	f100v	f100v.21	P	A	1	y	l	INGREDIENT	ly	rohes Drogenholz	5	MIDDLE	choy	araroy	1	1	soral okor ol choy ly araroy okar cheeeal cheokeol orey
G636-X261	f104r	f104r.40	S	B	3	y	l	INGREDIENT	ly	rohes Drogenholz	7	MIDDLE	al	oeear	1	1	olkeeos olkaiin oair qcthy oiinol al ly oeear chcthy olched qotaiiin
G636-X262	f27r	f27r.7	H	A	1	y	l	INGREDIENT	ly	rohes Drogenholz	6	MIDDLE	schey	chals	1	1	kchey chey kcheol pcho schey ly chals cham
G636-X263	f75r	f75r.2	B	B	2	y	l	INGREDIENT	ly	rohes Drogenholz	3	MIDDLE	shey	ssheol	1	1	dain shey ly ssheol qoldy chedykar chekeedy ror
G636-X264	f75v	f75v.66	B	B	2	y	l	INGREDIENT	ly	rohes Drogenholz	5	LAST	qokchy	<EOS>	1	1	okal sheedy qoteedy qokchy ly
G636-X265	f80r	f80r.43	B	B	2	y	l	INGREDIENT	ly	rohes Drogenholz	8	LAST	qokeey	<EOS>	1	1	sor sheckhy qokar checkhy okain sheckhy qokeey ly
G636-X266	f80v	f80v.28	B	B	2	y	l	INGREDIENT	ly	rohes Drogenholz	11	LAST	qokey	<EOS>	1	1	olcheol qokain or al chain qokain ol kaiin okeedy qokey ly
G636-X267	f80v	f80v.9	B	B	2	y	l	INGREDIENT	ly	rohes Drogenholz	11	LAST	qokal	<EOS>	1	1	tchdy qol tol tal taldain chckhy qokal dol checthy qokal ly
G636-X268	f81r	f81r.10	B	B	2	y	l	INGREDIENT	ly	rohes Drogenholz	6	LAST	qotain	<EOS>	1	1	chol dain otedy cheey qotain ly
G636-X269	f81v	f81v.24	B	B	2	y	l	INGREDIENT	ly	rohes Drogenholz	10	LAST	dchdy	<EOS>	1	1	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly
G636-X270	f82v	f82v.22	B	B	2	y	l	INGREDIENT	ly	rohes Drogenholz	9	LAST	checkhy	<EOS>	1	1	qokain chedy qolkshey qotal shey qokain ol checkhy ly
G636-X271	f95r1	f95r1.4	H	B	3	y	l	INGREDIENT	ly	rohes Drogenholz	11	LAST	kaiin	<EOS>	1	1	ycheey ky olkain chey kain cholky chedy qokaiin chy kaiin ly
G636-X272	f107r	f107r.30	S	B	3	air	p	ENTRY	pair	Pulverfraktion II	1	FIRST	<BOS>	aiieedy	1	1	pair aiieedy shalkaiin kairy okaral qokaiin opaichy opal rary ky
G636-X273	f112r	f112r.31	S	B	3	air	p	ENTRY	pair	Pulverfraktion II	1	FIRST	<BOS>	al	0	0	pair al keolor okaiin otain oteey lchedy okeeor oteor karainy
G636-X274	f112r	f112r.34	S	B	3	air	p	ENTRY	pair	Pulverfraktion II	1	FIRST	<BOS>	ar	0	0	pair ar l shdar okechedy qokar aram qotedy araiin qokchdy opary
G636-X275	f33r	f33r.5	H	B	2	air	p	ENTRY	pair	Pulverfraktion II	1	FIRST	<BOS>	or	1	1	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam
G636-X276	f104v	f104v.25	S	B	3	air	s	ENTRY	sair	Samenfraktion II	9	MIDDLE	cheey	ol	0	1	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy
G636-X277	f106v	f106v.32	S	B	3	air	s	ENTRY	sair	Samenfraktion II	7	MIDDLE	qofchedy	al	1	1	polos shdair sheky keedy qoeedy qofchedy sair al pchedy ypodaiin saram
