record	locus	at	word	version	render	read_status	row_status
F83_P5	f83r.40	f83r.40:3	chedaiin	F	[chedaiin — offen]	OPEN	recorded
F83_P5	f83r.41	f83r.41:1	solkey	F	[solkey — offen]	OPEN	recorded
F83_P5	f83r.41	f83r.41:2	lchedy	F	Rückstand	HYPOTHESIS	recorded
F83_P5	f83r.41	f83r.41:3	qolkain	F	[qolkain — offen]	OPEN	recorded
F83_P5	f83r.41	f83r.41:4	dal	F	[dal — offen]	OPEN	recorded
F83_P5	f83r.42	f83r.42:1	sol	F	[sol — offen]	OPEN	recorded
F83_P5	f83r.42	f83r.42:2	ol	F	[ol — offen]	OPEN	recorded
F83_P5	f83r.42	f83r.42:3	chcthdy	F	[chcthdy — offen]	OPEN	recorded
F83_P5	f83r.42	f83r.42:4	l	F	[l — offen]	OPEN	recorded
F83_P5	f83r.42	f83r.42:5	chedy	F	erwärme Material@f83r.41:2	HYPOTHESIS	recorded
F83_P5	f83r.42	f83r.42:6	lchdy	F	[lchdy — offen]	OPEN	recorded
F83_P5	f83r.43	f83r.43:1	daiin	F	[daiin — offen]	OPEN	recorded
F83_P5	f83r.43	f83r.43:2	sheol	F	[sheol — offen]	OPEN	recorded
F83_P5	f83r.43	f83r.43:3	chedy	F	erwärme Material@f83r.41:2	HYPOTHESIS	recorded
F83_P5	f83r.43	f83r.43:4	qotal	F	[qotal — offen]	OPEN	recorded
F83_P5	f83r.43	f83r.43:5	sar	F	[sar — offen]	OPEN	recorded
F83_P5	f83r.44	f83r.44:1	skar	F	[skar — offen]	OPEN	recorded
F83_P5	f83r.44	f83r.44:2	shedy	F	Gemisch	HYPOTHESIS	recorded
F83_Q1	f83r.47	f83r.47:1	otchdy	F	[otchdy — offen]	OPEN	recorded
F83_Q1	f83r.47	f83r.47:2	qokchdy	F	[qokchdy — offen]	OPEN	recorded
F83_Q1	f83r.47	f83r.47:3	shedal	F	[shedal — offen]	OPEN	recorded
F83_Q1	f83r.48	f83r.48:1	dal	F	[dal — offen]	OPEN	recorded
F83_Q1	f83r.48	f83r.48:2	cheol	F	[cheol — offen]	OPEN	recorded
F83_Q1	f83r.48	f83r.48:3	lol	F	[lol — offen]	OPEN	recorded
F83_Q1	f83r.48	f83r.48:4	chdal	F	[chdal — offen]	OPEN	recorded
F83_Q1	f83r.48	f83r.48:5	aiin	F	[aiin — offen]	OPEN	recorded
F83_Q1	f83r.49	f83r.49:1	sol	F	[sol — offen]	OPEN	recorded
F83_Q1	f83r.49	f83r.49:2	daiiin	F	[daiiin — offen]	OPEN	recorded
F83_Q1	f83r.49	f83r.49:3	chedy	F	erwärme Material@NONE	HYPOTHESIS	recorded
F83_Q2	f83r.52	f83r.52:1	solkeey	F	[solkeey — offen]	OPEN	recorded
F83_Q2	f83r.52	f83r.52:2	qekey	F	[qekey — offen]	OPEN	recorded
F83_Q2	f83r.52	f83r.52:3	raly	F	[raly — offen]	OPEN	recorded
F83_Q2	f83r.52	f83r.52:4	ol	F	[ol — offen]	OPEN	recorded
F83_Q2	f83r.53	f83r.53:1	solchkal	F	[solchkal — offen]	OPEN	recorded
F83_Q2	f83r.53	f83r.53:2	cheol	F	[cheol — offen]	OPEN	recorded
F83_Q2	f83r.53	f83r.53:3	qotar	F	[qotar — offen]	OPEN	recorded
F83_Q2	f83r.53	f83r.53:4	ol	F	[ol — offen]	OPEN	recorded
F83_Q2	f83r.54	f83r.54:1	daiin	F	[daiin — offen]	OPEN	recorded
F83_Q2	f83r.54	f83r.54:2	ol	F	[ol — offen]	OPEN	recorded
F83_Q2	f83r.54	f83r.54:3	dain	F	[dain — offen]	OPEN	recorded
F83_Q2	f83r.54	f83r.54:4	chey	F	[chey — offen]	OPEN	recorded
F83_Q2	f83r.54	f83r.54:5	ldalor	F	[ldalor — offen]	OPEN	recorded
F83_Q2	f83r.55	f83r.55:1	sol	F	[sol — offen]	OPEN	recorded
F83_Q2	f83r.55	f83r.55:2	rtain	F	[rtain — offen]	OPEN	recorded
F83_Q2	f83r.55	f83r.55:3	cthal	F	[cthal — offen]	OPEN	recorded
