page	panel_id	record_id	locus	position	word	model	reading	candidate_ids	status
f77r	F77_LOWER_VESSEL	F77_P3	f77r.39	2	cheey	N2	⟦cheey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.39	3	sheckhey	N2	⟦sheckhey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.39	4	lsheey	N2	⟦lsheey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.39	5	qykaiin	N2	⟦qykaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.39	6	sheedy	N2	⟦sheedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.39	7	laiin	N2	⟦laiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.40	1	daiiin	N2	⟦daiiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.40	2	ol	N2	⟦ol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.40	3	eeedy	N2	⟦eeedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.40	4	okaiin	N2	⟦okaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.40	5	sheeol	N2	⟦sheeol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.40	6	qotaiin	N2	⟦qotaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.40	7	shody	N2	⟦shody⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.40	8	qoty	N2	⟦qoty⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	1	daiin	N2	⟦daiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	2	sh	N2	⟦sh⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	3	qolchey	N2	⟦qolchey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	4	qotedy	N2	⟦qotedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	5	qotal	N2	⟦qotal⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	6	r	N2	⟦r⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	7	ain	N2	⟦ain⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	8	chl	N2	⟦chl⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	9	s	N2	⟦s⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.41	10	arol	N2	⟦arol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	1	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	2	qotedy	N2	⟦qotedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	3	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	4	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	5	qokeey	N2	⟦qokeey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	6	s	N2	⟦s⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	7	aiin	N2	⟦aiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	8	al	N2	⟦al⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.43	1	d	N2	⟦d⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.43	2	chee	N2	⟦chee⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.43	3	ol	N2	⟦ol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.43	4	cheedy	N2	⟦cheedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.43	5	qotaiin	N2	⟦qotaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.43	6	qoteedy	N2	⟦qoteedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.43	7	qotedy	N2	⟦qotedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.43	8	raiin	N2	⟦raiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.44	1	sheey	N2	⟦sheey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.44	2	qepchedy	N2	⟦qepchedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.44	3	qol	N2	⟦qol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.44	4	cheedy	N2	⟦cheedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.44	5	qokear	N2	⟦qokear⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.44	6	cheey	N2	⟦cheey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.44	7	loly	N2	⟦loly⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.44	8	dy	N2	⟦dy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	1	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	2	ches	N2	⟦ches⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	3	lchear	N2	⟦lchear⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	4	dal	N2	⟦dal⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	5	chr	N2	⟦chr⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	6	sl	N2	⟦sl⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	7	s	N2	⟦s⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	8	ain	N2	⟦ain⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	9	ol	N2	⟦ol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	10	raiin	N2	⟦raiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.45	11	lod	N2	⟦lod⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.46	1	daiin	N2	⟦daiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.46	2	chlchpsheey	N2	⟦chlchpsheey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.46	3	tal	N2	⟦tal⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.46	4	cheol	N2	⟦cheol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.46	5	dag	N2	⟦dag⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.46	6	as	N2	⟦as⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.46	7	otey	N2	⟦otey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.46	8	daiin	N2	⟦daiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.47	1	ysheey	N2	⟦ysheey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.47	2	dal	N2	⟦dal⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.47	3	saiisol	N2	⟦saiisol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.47	4	sal	N2	⟦sal⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.47	5	dalo	N2	⟦dalo⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.47	6	tain	N2	⟦tain⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.47	7	dary	N2	⟦dary⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.47	8	dalo	N2	⟦dalo⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.48	1	sodar	N2	⟦sodar⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.48	2	oloky	N2	⟦oloky⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	1	qosheedy	N2	⟦qosheedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	2	qokeol	N2	⟦qokeol⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	3	daiin	N2	⟦daiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	4	shckhy	N2	⟦shckhy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	5	okeeor	N2	⟦okeeor⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	6	cheey	N2	⟦cheey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	7	daiin	N2	⟦daiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	8	shey	N2	⟦shey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	1	dchedy	N2	⟦dchedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	2	qolchedy	N2	⟦qolchedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	3	qokain	N2	⟦qokain⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	4	dy	N2	⟦dy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	5	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	6	qokal	N2	⟦qokal⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	7	lcheckhy	N2	⟦lcheckhy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	8	lched	N2	⟦lched⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.3	1	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.3	2	lcheckhedy	N2	⟦lcheckhedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.3	3	qokaly	N2	⟦qokaly⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.3	4	solkaiin	N2	⟦solkaiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.3	5	chckhy	N2	⟦chckhy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.3	6	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	1	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	2	octheol	N2	⟦octheol⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	3	chkeey	N2	⟦chkeey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	4	ldy	N2	⟦ldy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	5	oteey	N2	⟦oteey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	6	qokal	N2	⟦qokal⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	7	sheckhy	N2	⟦sheckhy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	8	qoky	N2	⟦qoky⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	1	sol	N2	⟦sol⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	2	lkchedy	N2	⟦lkchedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	3	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	4	qokal	N2	⟦qokal⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	5	cthol	N2	⟦cthol⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	6	chedy	N2	⟦chedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	7	qoteedy	N2	⟦qoteedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	8	qokal	N2	⟦qokal⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	1	sar	N2	⟦sar⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	2	shedy	N2	⟦shedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	3	qol	N2	⟦qol⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	4	shedaiin	N2	⟦shedaiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	5	sheckhy	N2	⟦sheckhy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	6	okal	N2	[L14: lokale Kennung okal]	L14	CONDITIONAL_LABEL_RESOLUTION
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	7	sheky	N2	⟦sheky⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	8	qotaiin	N2	⟦qotaiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	9	chedol	N2	⟦chedol⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	1	dshedy	N2	⟦dshedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	2	sotaiin	N2	⟦sotaiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	3	qokar	N2	⟦qokar⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	4	shedy	N2	⟦shedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	5	solshedy	N2	⟦solshedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	6	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	7	qoky	N2	⟦qoky⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	8	ls	N2	⟦ls⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	9	cheey	N2	⟦cheey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	1	qekeey	N2	⟦qekeey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	2	sheedy	N2	⟦sheedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	3	qokedy	N2	⟦qokedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	4	lcho	N2	⟦lcho⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	5	r	N2	⟦r⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	6	cheey	N2	⟦cheey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	7	qokey	N2	⟦qokey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	8	qotal	N2	⟦qotal⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	9	chedy	N2	⟦chedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	10	qoteor	N2	⟦qoteor⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.9	1	ssholshecthy	N2	⟦ssholshecthy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.9	2	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.9	3	chkedy	N2	⟦chkedy⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.9	4	rchey	N2	⟦rchey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.9	5	dairchey	N2	⟦dairchey⟧	NA	OPEN
f82r	F82_TOP_COUPLED	F82_P1	f82r.9	6	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	1	kolchdy	N2	⟦kolchdy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	2	qokedy	N2	⟦qokedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	3	qopol	N2	⟦qopol⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	4	qotedor	N2	⟦qotedor⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	5	chopchedy	N2	⟦chopchedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	6	qotal	N2	⟦qotal⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	7	chedy	N2	⟦chedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	8	kam	N2	⟦kam⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	1	otedy	N2	[L03: lokale Kennung otedy]	L03	CONDITIONAL_LABEL_RESOLUTION
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	2	qodched	N2	⟦qodched⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	3	olqo	N2	⟦olqo⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	4	dar	N2	⟦dar⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	5	checkho	N2	⟦checkho⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	6	lolol	N2	⟦lolol⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	7	okal	N2	[L14: lokale Kennung okal]	L14	CONDITIONAL_LABEL_RESOLUTION
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	8	okarchedy	N2	⟦okarchedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	1	tcheol	N2	⟦tcheol⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	2	olchedy	N2	⟦olchedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	3	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	4	qotedy	N2	⟦qotedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	5	chedar	N2	⟦chedar⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	6	cheey	N2	⟦cheey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	7	lchey	N2	⟦lchey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	8	solarol	N2	⟦solarol⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	1	r	N2	⟦r⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	2	olchy	N2	⟦olchy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	3	qokal	N2	⟦qokal⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	4	chey	N2	⟦chey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	5	qokain	N2	⟦qokain⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	6	deeedy	N2	⟦deeedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	7	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	8	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	9	olchedy	N2	⟦olchedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	1	kedy	N2	⟦kedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	2	lchedy	N2	⟦lchedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	3	qokedy	N2	⟦qokedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	4	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	5	lkeedy	N2	⟦lkeedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	6	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	7	dy	N2	⟦dy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	8	daiin	N2	⟦daiin⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	9	chdy	N2	⟦chdy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	10	dy	N2	⟦dy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	1	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	2	lchedy	N2	⟦lchedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	3	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	4	cheey	N2	⟦cheey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	5	r	N2	⟦r⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	6	or	N2	⟦or⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	7	ol	N2	⟦ol⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	8	s	N2	⟦s⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	9	aiin	N2	⟦aiin⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	10	chey	N2	⟦chey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	11	ra	N2	⟦ra⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	12	dam	N2	⟦dam⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	1	dshedy	N2	⟦dshedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	2	qoteey	N2	⟦qoteey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	3	chedy	N2	⟦chedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	4	qokeeey	N2	⟦qokeeey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	5	qokedy	N2	⟦qokedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	6	lteedy	N2	⟦lteedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	7	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	8	ralchey	N2	⟦ralchey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	1	polched	N2	⟦polched⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	2	otain	N2	⟦otain⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	3	shedy	N2	⟦shedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	4	shedy	N2	⟦shedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	5	dal	N2	⟦dal⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	6	chedar	N2	⟦chedar⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	7	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	8	ykeey	N2	⟦ykeey⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	9	l	N2	⟦l⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	10	s	N2	⟦s⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	11	araiin	N2	⟦araiin⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	12	ory	N2	⟦ory⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.19	1	okain	N2	⟦okain⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.19	2	char	N2	⟦char⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.19	3	okain	N2	⟦okain⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.19	4	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.19	5	lchy	N2	⟦lchy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	1	posalshy	N2	⟦posalshy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	2	qokedy	N2	⟦qokedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	3	cphal	N2	⟦cphal⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	4	shedy	N2	⟦shedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	5	sheol	N2	⟦sheol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	6	keeedy	N2	⟦keeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	7	lkaiin	N2	⟦lkaiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	8	shedy	N2	⟦shedy⟧	NA	OPEN
