page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v41_token_glosses_de	v42_token_glosses_de	v42_working_translation_de	v41_unknown_tokens	v42_unknown_tokens	v42_complete
f104v	f104v.32	S	2	8|9	lcheedy|lcheedy	LCHEEDY_ACTION|LCHEEDY_ACTION	pchedy kchedy cheocphey or ain cheeos aiiiro lcheedy lcheedy qosaiin cfheo ar als am	getrocknetes Pulver | heiß und trocken in der Mitte des Grades, abgeschlossen | [cheocphey:?] | Drogenportion | Menge-/Klassenwert II | [cheeos:?] | [aiiiro:?] | [lcheedy:?] | [lcheedy:?] | [qosaiin:?] | [cfheo:?] | Drogenfraktion I | [als:?] | Maßeinheit I	getrocknetes Pulver | heiß und trocken in der Mitte des Grades, abgeschlossen | [cheocphey:?] | Drogenportion | Menge-/Klassenwert II | [cheeos:?] | [aiiiro:?] | Holzdroge vollständig trocknen und abschließen | Holzdroge vollständig trocknen und abschließen | [qosaiin:?] | [cfheo:?] | Drogenfraktion I | [als:?] | Maßeinheit I	getrocknetes Pulver; heiß und bis zur mittleren Trockenstufe gebracht; [cheocphey:?]; Drogenportion; zwei Teile; [cheeos:?]; [aiiiro:?]; Holzdroge vollständig trocknen und abschließen; Holzdroge vollständig trocknen und abschließen; [qosaiin:?]; [cfheo:?]; Drogenfraktion I; [als:?]; Maßeinheit I	8	6	0
f104v	f104v.33	S	1	3	ykeey	YKEEY_ACTION	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	[yteeey:?] | [cheeod:?] | [ykeey:?] | heiß, Grad III | heiß, Grad III | trocken am Ende des Grades | Drogenportion | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenfraktion I | [odar:?] | [chedain:?] | [etar:?] | Drogenfraktion I | zweite Drogenfraktion | Drogenfraktion I, abgeschlossen	[yteeey:?] | [cheeod:?] | erhitze hiervon bis zur Endstufe und schließe ab | heiß, Grad III | heiß, Grad III | trocken am Ende des Grades | Drogenportion | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenfraktion I | [odar:?] | [chedain:?] | [etar:?] | Drogenfraktion I | zweite Drogenfraktion | Drogenfraktion I, abgeschlossen	[yteeey:?]; [cheeod:?]; erhitze hiervon bis zur Endstufe und schließe ab; heiß, Grad III; heiß, Grad III; vollständig getrocknet; Drogenportion; Grundansatz; Drogenfraktion I; [odar:?]; [chedain:?]; [etar:?]; Drogenfraktion I; zweite Drogenfraktion; Drogenfraktion I, abgeschlossen	6	5	0
f104v	f104v.37	S	1	10	qopcheey	QOPCHEEY_ACTION	posairy ytedar chedy shoefcheey kechy sar odl air shey qopcheey sol ain arodam	[posairy:?] | [ytedar:?] | trocken in der Mitte des Grades, abgeschlossen | [shoefcheey:?] | [kechy:?] | Samenfraktion I | [odl:?] | zweite Drogenfraktion | feucht in der Mitte des Grades | [qopcheey:?] | Samenmaterial/Saatgut | Menge-/Klassenwert II | [arodam:?]	[posairy:?] | [ytedar:?] | trocken in der Mitte des Grades, abgeschlossen | [shoefcheey:?] | [kechy:?] | Samenfraktion I | [odl:?] | zweite Drogenfraktion | feucht in der Mitte des Grades | nimm vollständig getrocknetes Pulverpräparat | Samenmaterial/Saatgut | Menge-/Klassenwert II | [arodam:?]	[posairy:?]; [ytedar:?]; bis zur mittleren Trockenstufe gebracht; [shoefcheey:?]; [kechy:?]; Samenfraktion I; [odl:?]; zweite Drogenfraktion; bis zur mittleren Einweichstufe; nimm vollständig getrocknetes Pulverpräparat; Samenmaterial/Saatgut; zwei Teile; [arodam:?]	7	6	0
f104v	f104v.9	S	1	2	lcheod	LCHEOD_ACTION	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	nimm hierzu den Trockenansatz | [lcheod:?] | kalt im Zubereitungsrahmen, Grad III | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | trockener Drogenteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | abgemessene Trockendroge, Dosis III | kalte Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | kalt am Anfang des Grades | abgemessene Rohstoffmenge I	nimm hierzu den Trockenansatz | trockne den Holzdrogenansatz bis zur mittleren Stufe und schließe ihn ab | kalt im Zubereitungsrahmen, Grad III | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | trockener Drogenteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | abgemessene Trockendroge, Dosis III | kalte Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | kalt am Anfang des Grades | abgemessene Rohstoffmenge I	nimm hierzu den Trockenansatz; trockne den Holzdrogenansatz bis zur mittleren Stufe und schließe ihn ab; kalt im Zubereitungsrahmen, Grad III; bis zur Heizendstufe gebracht; heiß, Grad III; trockener Drogenteil; Grundansatz; abgemessene Trockendroge, Dosis III; kalte Drogenfraktion I; bis zur mittleren Trockenstufe gebracht; leicht gekühlt; abgemessene Rohstoffmenge I	1	0	1
f105r	f105r.10	S	1	4	ytam	YTAM_ACTION	sairy ore daiindy ytam	[sairy:?] | [ore:?] | drei Maße, abgeteilt und abgeschlossen | [ytam:?]	[sairy:?] | [ore:?] | drei Maße, abgeteilt und abgeschlossen | nimm hiervon ein Maß und kühle es	[sairy:?]; [ore:?]; drei Maße, abgeteilt und abgeschlossen; nimm hiervon ein Maß und kühle es	3	2	0
f105r	f105r.11	S	1	5	oiiin	EXACT_WHOLE	pdar o shedy otcheos oiiin al tchedarchy fchos aiin polaiin polkeeey dyaiin	[pdar:?] | Ansatz mit bis zur mittleren Einweichstufe gebracht | feucht in der Mitte des Grades, abgeschlossen | [otcheos:?] | [oiiin:?] | Rohstoffklasse I | [tchedarchy:?] | [fchos:?] | Menge III | [polaiin:?] | [polkeeey:?] | [dyaiin:?]	[pdar:?] | Ansatz mit bis zur mittleren Einweichstufe gebracht | feucht in der Mitte des Grades, abgeschlossen | [otcheos:?] | Zubereitung in Form IV | Rohstoffklasse I | [tchedarchy:?] | [fchos:?] | Menge III | [polaiin:?] | [polkeeey:?] | [dyaiin:?]	[pdar:?]; Ansatz mit bis zur mittleren Einweichstufe gebracht; [otcheos:?]; Zubereitung in Form IV; Rohstoff I; [tchedarchy:?]; [fchos:?]; drei Teile; [polaiin:?]; [polkeeey:?]; [dyaiin:?]	8	7	0
f105r	f105r.15	S	1	8	okeeol	EXACT_WHOLE	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	[lksheey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Wurzel | Menge III | heißer Ansatz am Ende des Grades, abgeschlossen | vollständig ausgekochter Holzdrogenauszug | Holzdroge, heiß auf Stufe III | [okeeol:?] | [oteeol:?] | [shod:?] | Grad-/Maßwert III | Rohdrogenfraktion I	[lksheey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Wurzel | Menge III | heißer Ansatz am Ende des Grades, abgeschlossen | vollständig ausgekochter Holzdrogenauszug | Holzdroge, heiß auf Stufe III | vollständig erhitzter Ansatzstoff | [oteeol:?] | [shod:?] | Grad-/Maßwert III | Rohdrogenfraktion I	[lksheey:?]; Grundansatz; Wurzel; drei Teile; Ansatz auf Heizendstufe abgeschlossen; vollständig ausgekochter Holzdrogenauszug; Holzdroge, heiß auf Stufe III; vollständig erhitzter Ansatzstoff; [oteeol:?]; [shod:?]; drei Maße; Rohdrogenfraktion I	4	3	0
f105r	f105r.20	S	1	5	ykair	YKAIR_ACTION	s aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [teol:?] | [ykair:?] | Pulver: Teil-/Sortierklasse III | heiße Drogenbasis, Stufe III | [olfaiin:?] | [odar:?] | Rohstoffklasse I | [airody:?] | Rohstoffklasse I | abgemessene kalte Fraktion I, Endstufe | Dosis I	Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [teol:?] | nimm hiervon die zweite erhitzte Drogenfraktion | Pulver: Teil-/Sortierklasse III | heiße Drogenbasis, Stufe III | [olfaiin:?] | [odar:?] | Rohstoffklasse I | [airody:?] | Rohstoffklasse I | abgemessene kalte Fraktion I, Endstufe | Dosis I	Samen-/Saatgutposten: drei Teile; bis zur mittleren Trockenstufe; [teol:?]; nimm hiervon die zweite erhitzte Drogenfraktion; Pulver: Teil-/Sortierklasse III; Holzdrogenansatz auf Heizstufe III; [olfaiin:?]; [odar:?]; Rohstoff I; [airody:?]; Rohstoff I; abgemessene kalte Fraktion I, Endstufe; Dosis I	5	4	0
f105r	f105r.25	S	1	1	deeedy	DEEEDY_ACTION	deeedy cheodkedy chedy decthdy daiiils airols	[deeedy:?] | [cheodkedy:?] | trocken in der Mitte des Grades, abgeschlossen | [decthdy:?] | [daiiils:?] | [airols:?]	messe die Enddosis ab und schließe nach langer Stufe ab | [cheodkedy:?] | trocken in der Mitte des Grades, abgeschlossen | [decthdy:?] | [daiiils:?] | [airols:?]	messe die Enddosis ab und schließe nach langer Stufe ab; [cheodkedy:?]; bis zur mittleren Trockenstufe gebracht; [decthdy:?]; [daiiils:?]; [airols:?]	5	4	0
f105r	f105r.29	S	3	1|3|12	oees|qockhy|ytam	EXACT_WHOLE|QOCKHY_ACTION|YTAM_ACTION	oees olkeedy qockhy r aiin chol okair oteedy qopchedy odaiin ypchedy ytam	[oees:?] | Holzdrogenansatz vollständig erhitzt und abgeschlossen | [qockhy:?] | Wurzel | Menge III | trocken; nominal trockenes Gut/Material | heiße Drogenfraktion II im Ansatz | kalter Ansatz am Ende des Grades, abgeschlossen | [qopchedy:?] | Zubereitungsdosis III | [ypchedy:?] | [ytam:?]	Ansatzcharge auf Endstufe | Holzdrogenansatz vollständig erhitzt und abgeschlossen | bereite einen Arzneikompositum-Ansatz in Grundstufe | Wurzel | Menge III | trocken; nominal trockenes Gut/Material | heiße Drogenfraktion II im Ansatz | kalter Ansatz am Ende des Grades, abgeschlossen | [qopchedy:?] | Zubereitungsdosis III | [ypchedy:?] | nimm hiervon ein Maß und kühle es	Ansatzcharge auf Endstufe; Holzdrogenansatz vollständig erhitzt und abgeschlossen; bereite einen Arzneikompositum-Ansatz in Grundstufe; Wurzel; drei Teile; Trockengut; heiße Drogenfraktion II im Ansatz; Ansatz auf Kühlendstufe abgeschlossen; [qopchedy:?]; Zubereitungsdosis III; [ypchedy:?]; nimm hiervon ein Maß und kühle es	5	2	0
f105r	f105r.3	S	1	7	yteey	YTEEY_ACTION	olshey qoden odeey kcheody cheeo ar yteey ytchy otedy qokeedy qokeey rol	eingeweichte Drogenbasis, Mittelstufe | [qoden:?] | [odeey:?] | [kcheody:?] | [cheeo:?] | Drogenfraktion I | [yteey:?] | Eintrag: kalt-trockene Grundform | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Wurzelstoff	eingeweichte Drogenbasis, Mittelstufe | [qoden:?] | [odeey:?] | [kcheody:?] | [cheeo:?] | Drogenfraktion I | kühle hiervon bis zur Endstufe ab | Eintrag: kalt-trockene Grundform | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Wurzelstoff	Holzdrogenansatz bis zur mittleren Einweichstufe; [qoden:?]; [odeey:?]; [kcheody:?]; [cheeo:?]; Drogenfraktion I; kühle hiervon bis zur Endstufe ab; hierzu: kalt-trockene Grundform; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur Heizendstufe gebracht; bis zur Heizendstufe; Wurzelstoff	5	4	0
f105r	f105r.34	S	2	1|8	dor|oees	DOR_ACTION|EXACT_WHOLE	dor ail cheky kar odaiin ykl al oees al ar alkam	[dor:?] | Rohstoffklasse II | bis zur mittleren Trockenstufe, dann leicht erhitzen | heiße Drogenfraktion I | Zubereitungsdosis III | [ykl:?] | Rohstoffklasse I | [oees:?] | Rohstoffklasse I | Drogenfraktion I | [alkam:?]	miss eine Portion Droge ab | Rohstoffklasse II | bis zur mittleren Trockenstufe, dann leicht erhitzen | heiße Drogenfraktion I | Zubereitungsdosis III | [ykl:?] | Rohstoffklasse I | Ansatzcharge auf Endstufe | Rohstoffklasse I | Drogenfraktion I | [alkam:?]	miss eine Portion Droge ab; Rohstoff II; bis zur mittleren Trockenstufe, dann leicht erhitzen; heiße Drogenfraktion I; Zubereitungsdosis III; [ykl:?]; Rohstoff I; Ansatzcharge auf Endstufe; Rohstoff I; Drogenfraktion I; [alkam:?]	4	2	0
f105r	f105r.4	S	3	1|6|9	ykaiin|yteey|oy	YKAIIN_ACTION|YTEEY_ACTION|EXACT_WHOLE	ykaiin olkeedy odaiin okar eeeodaiin yteey ochedy qokeeey oy teedy qotam	[ykaiin:?] | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Zubereitungsdosis III | heiße Drogenfraktion I im Ansatz | [eeeodaiin:?] | [yteey:?] | Ansatz aus getrockneter Droge, abgeschlossen | stark erhitzt, Endstufe III | [oy:?] | kalt am Ende des Grades, abgeschlossen | nimm ein Maß kalten Ansatzes	erhitze hiervon auf Stufe III | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Zubereitungsdosis III | heiße Drogenfraktion I im Ansatz | [eeeodaiin:?] | kühle hiervon bis zur Endstufe ab | Ansatz aus getrockneter Droge, abgeschlossen | stark erhitzt, Endstufe III | Ansatz in Grundform | kalt am Ende des Grades, abgeschlossen | nimm ein Maß kalten Ansatzes	erhitze hiervon auf Stufe III; Holzdrogenansatz vollständig erhitzt und abgeschlossen; Zubereitungsdosis III; heiße Drogenfraktion I im Ansatz; [eeeodaiin:?]; kühle hiervon bis zur Endstufe ab; Ansatz aus getrockneter Droge, abgeschlossen; erhitze bis Endstufe III; Ansatz in Grundform; bis zur Kühlendstufe gebracht; nimm ein Maß kalten Ansatzes	4	1	0
f105r	f105r.5	S	1	2	yteedy	YTEEDY_ACTION	daiin yteedy yteeeody yl cheod or aiiroekey otchdy otey	Grad-/Maßwert III | [yteedy:?] | [yteeeody:?] | [yl:?] | [cheod:?] | Drogenportion | [aiiroekey:?] | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades	Grad-/Maßwert III | kühle hiervon vollständig ab und schließe | [yteeeody:?] | [yl:?] | [cheod:?] | Drogenportion | [aiiroekey:?] | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades	drei Maße; kühle hiervon vollständig ab und schließe; [yteeeody:?]; [yl:?]; [cheod:?]; Drogenportion; [aiiroekey:?]; kalt-trockener Ansatz am Anfang des Grades, abgeschlossen; Ansatz bis zur mittleren Kühlstufe	5	4	0
f105v	f105v.1	S	1	4	ykaiin	YKAIIN_ACTION	polairy oair olpcheey ykaiin olpchedy opchedaiin dairody ypcheddy sairy	[polairy:?] | [oair:?] | [olpcheey:?] | [ykaiin:?] | [olpchedy:?] | [opchedaiin:?] | [dairody:?] | [ypcheddy:?] | [sairy:?]	[polairy:?] | [oair:?] | [olpcheey:?] | erhitze hiervon auf Stufe III | [olpchedy:?] | [opchedaiin:?] | [dairody:?] | [ypcheddy:?] | [sairy:?]	[polairy:?]; [oair:?]; [olpcheey:?]; erhitze hiervon auf Stufe III; [olpchedy:?]; [opchedaiin:?]; [dairody:?]; [ypcheddy:?]; [sairy:?]	9	8	0
f105v	f105v.10	S	2	1|4	ykeey|oiiin	YKEEY_ACTION|EXACT_WHOLE	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	[ykeey:?] | heiß am Anfang des Grades | [che:?] | [oiiin:?] | abgemessene Rohstoffmenge I | heiß, Grad III | [okairo:?] | Holzdroge in der gebundenen Anschlussform | heiße Drogenfraktion II | trocken in der Mitte des Grades, abgeschlossen | Samen-/Saatgutposten | [odar:?] | zweite Drogenfraktion | Rohstoffklasse I | Rohstoffportion, Klasse I | [odam:?]	erhitze hiervon bis zur Endstufe und schließe ab | heiß am Anfang des Grades | [che:?] | Zubereitung in Form IV | abgemessene Rohstoffmenge I | heiß, Grad III | [okairo:?] | Holzdroge in der gebundenen Anschlussform | heiße Drogenfraktion II | trocken in der Mitte des Grades, abgeschlossen | Samen-/Saatgutposten | [odar:?] | zweite Drogenfraktion | Rohstoffklasse I | Rohstoffportion, Klasse I | [odam:?]	erhitze hiervon bis zur Endstufe und schließe ab; leicht erhitzt; [che:?]; Zubereitung in Form IV; abgemessene Rohstoffmenge I; heiß, Grad III; [okairo:?]; Holzdroge in der gebundenen Anschlussform; bis zur mittleren Trockenstufe gebracht; Samen-/Saatgutposten; [odar:?]; zweite Drogenfraktion; Rohstoff I; Rohstoffportion, Klasse I; [odam:?]	6	4	0
f105v	f105v.14	S	1	3	qokaiir	QOKAIIR_ACTION	pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy	[pchedaiin:?] | Arzneikompositum: trocken, Gradanfang, abgeschlossen | [qokaiir:?] | [olpchedy:?] | [olord:?] | Menge-/Klassenwert IV | [tail:?] | [odar:?] | [kard:?] | [chtchy:?]	[pchedaiin:?] | Arzneikompositum: trocken, Gradanfang, abgeschlossen | nimm die dritte erhitzte Drogenfraktion | [olpchedy:?] | [olord:?] | Menge-/Klassenwert IV | [tail:?] | [odar:?] | [kard:?] | [chtchy:?]	[pchedaiin:?]; Arzneikompositum: trocken, Gradanfang, abgeschlossen; nimm die dritte erhitzte Drogenfraktion; [olpchedy:?]; [olord:?]; vier Teile; [tail:?]; [odar:?]; [kard:?]; [chtchy:?]	8	7	0
f105v	f105v.15	S	3	1|3|8	ycheey|ykeey|chdor	YCHEEY_ACTION|YKEEY_ACTION|EXACT_WHOLE	ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin r	[ycheey:?] | heiße Drogenfraktion I | [ykeey:?] | kalt im Zubereitungsrahmen, Grad III | [ot:?] | Rohstoffklasse I | abgemessene Fraktion I | [chdor:?] | [kalchedy:?] | fertiges Trockenpulverpräparat | Grad-/Maßwert III | Portion III | Wurzel	trockne hiervon bis zur Endstufe | heiße Drogenfraktion I | erhitze hiervon bis zur Endstufe und schließe ab | kalt im Zubereitungsrahmen, Grad III | [ot:?] | Rohstoffklasse I | abgemessene Fraktion I | eine abgemessene Portion Trockendroge | [kalchedy:?] | fertiges Trockenpulverpräparat | Grad-/Maßwert III | Portion III | Wurzel	trockne hiervon bis zur Endstufe; heiße Drogenfraktion I; erhitze hiervon bis zur Endstufe und schließe ab; kalt im Zubereitungsrahmen, Grad III; [ot:?]; Rohstoff I; abgemessene Fraktion I; eine abgemessene Portion Trockendroge; [kalchedy:?]; fertiges Trockenpulverpräparat; drei Maße; Portion III; Wurzel	5	2	0
f105v	f105v.19	S	1	1	ycheey	YCHEEY_ACTION	ycheey aiin otleey lkaiir cheeo taiin okeed ail kchey rokaix am	[ycheey:?] | Menge III | [otleey:?] | [lkaiir:?] | [cheeo:?] | kalt, Grad III | [okeed:?] | Rohstoffklasse II | heiß und trocken in der Mitte des Grades | [rokaix:?] | Maßeinheit I	trockne hiervon bis zur Endstufe | Menge III | [otleey:?] | [lkaiir:?] | [cheeo:?] | kalt, Grad III | [okeed:?] | Rohstoffklasse II | heiß und trocken in der Mitte des Grades | [rokaix:?] | Maßeinheit I	trockne hiervon bis zur Endstufe; drei Teile; [otleey:?]; [lkaiir:?]; [cheeo:?]; kalt, Grad III; [okeed:?]; Rohstoff II; heiß und bis zur mittleren Trockenstufe; [rokaix:?]; Maßeinheit I	6	5	0
f105v	f105v.22	S	1	2	cheodaiin	EXACT_WHOLE	daiin cheodaiin chedal air okaiin cheey	Grad-/Maßwert III | [cheodaiin:?] | trockene abgemessene Rohstoffmenge I in der Gradmitte | zweite Drogenfraktion | heiß, Grad III, im Ansatzrahmen | trocken am Ende des Grades	Grad-/Maßwert III | drei Dosen Trockenansatz auf mittlerer Trockenstufe | trockene abgemessene Rohstoffmenge I in der Gradmitte | zweite Drogenfraktion | heiß, Grad III, im Ansatzrahmen | trocken am Ende des Grades	drei Maße; drei Dosen Trockenansatz auf mittlerer Trockenstufe; trockene abgemessene Rohstoffmenge I in der Gradmitte; zweite Drogenfraktion; Ansatz auf Heizstufe III; vollständig getrocknet	1	0	1
f105v	f105v.25	S	1	6	fchedy	EXACT_WHOLE	kchdaldy alfo lfcheedy ofoiir opchey fchedy qotor oeeeodr qopar y dl	[kchdaldy:?] | [alfo:?] | [lfcheedy:?] | [ofoiir:?] | Trockenpulver-Ansatz, Form I | [fchedy:?] | kalte Drogenportion | [oeeeodr:?] | [qopar:?] | ; hierzu: | Rohstoffmaß	[kchdaldy:?] | [alfo:?] | [lfcheedy:?] | [ofoiir:?] | Trockenpulver-Ansatz, Form I | Blütenfraktion bis zur Mittelstufe trocknen und abschließen | kalte Drogenportion | [oeeeodr:?] | [qopar:?] | ; hierzu: | Rohstoffmaß	[kchdaldy:?]; [alfo:?]; [lfcheedy:?]; [ofoiir:?]; Trockenpulver-Ansatz, Form I; Blütenfraktion bis zur Mittelstufe trocknen und abschließen; kalte Drogenportion; [oeeeodr:?]; [qopar:?]; hierzu: Rohstoffmaß	7	6	0
f105v	f105v.3	S	2	1|7	dshedy|okoldy	DSHEDY_ACTION|OKOLDY_ACTION	dshedy qoedaiin ytoiin okair qotol dol okoldy qokedy opched oteedy qotaiin	[dshedy:?] | [qoedaiin:?] | [ytoiin:?] | heiße Drogenfraktion II im Ansatz | kaltes Material | Materialmaß | [okoldy:?] | heiß in der Mitte des Grades, abgeschlossen | [opched:?] | kalter Ansatz am Ende des Grades, abgeschlossen | kalt, Grad III	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | [qoedaiin:?] | [ytoiin:?] | heiße Drogenfraktion II im Ansatz | kaltes Material | Materialmaß | erhitzten Ansatzstoff fertigstellen | heiß in der Mitte des Grades, abgeschlossen | [opched:?] | kalter Ansatz am Ende des Grades, abgeschlossen | kalt, Grad III	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; [qoedaiin:?]; [ytoiin:?]; heiße Drogenfraktion II im Ansatz; kaltes Material; Materialmaß; erhitzten Ansatzstoff fertigstellen; bis zur mittleren Heizstufe gebracht; [opched:?]; Ansatz auf Kühlendstufe abgeschlossen; kalt, Grad III	5	3	0
f105v	f105v.34	S	2	1|9	sheeo|olkal	EXACT_WHOLE|EXACT_WHOLE	sheeo daiin chsd qokeeey dair okaiin otaiin chedaiin olkal lkldain	[sheeo:?] | Grad-/Maßwert III | [chsd:?] | stark erhitzt, Endstufe III | abgemessene Fraktion II | heiß, Grad III, im Ansatzrahmen | kalt im Zubereitungsrahmen, Grad III | abgemessene Trockendroge, Dosis III | [olkal:?] | [lkldain:?]	vollständig eingeweichter Ansatz | Grad-/Maßwert III | [chsd:?] | stark erhitzt, Endstufe III | abgemessene Fraktion II | heiß, Grad III, im Ansatzrahmen | kalt im Zubereitungsrahmen, Grad III | abgemessene Trockendroge, Dosis III | Holzdrogenansatz aus Rohstoff I leicht erhitzt | [lkldain:?]	vollständig eingeweichter Ansatz; drei Maße; [chsd:?]; erhitze bis Endstufe III; abgemessene Fraktion II; Ansatz auf Heizstufe III; kalt im Zubereitungsrahmen, Grad III; abgemessene Trockendroge, Dosis III; Holzdrogenansatz aus Rohstoff I leicht erhitzt; [lkldain:?]	4	2	0
f105v	f105v.36	S	1	11	oy	EXACT_WHOLE	laiin sheod okeeody qoaiin ytaiin otair chdal dy daim chdaiin oy	Drogenholz, Typ/Charge III | [sheod:?] | [okeeody:?] | [qoaiin:?] | Eintrag: kalt, Stufe III | [otair:?] | trockene abgemessene Rohstoffmenge I am Gradanfang | Qualitäts-/Wertfeld geschlossen | [daim:?] | [chdaiin:?] | [oy:?]	Drogenholz, Typ/Charge III | [sheod:?] | [okeeody:?] | [qoaiin:?] | Eintrag: kalt, Stufe III | [otair:?] | trockene abgemessene Rohstoffmenge I am Gradanfang | Qualitäts-/Wertfeld geschlossen | [daim:?] | [chdaiin:?] | Ansatz in Grundform	Drogenholz, Typ/Charge III; [sheod:?]; [okeeody:?]; [qoaiin:?]; hierzu: kalt, Stufe III; [otair:?]; trockene abgemessene Rohstoffmenge I am Gradanfang; [daim:?]; [chdaiin:?]; Ansatz in Grundform	7	6	0
f105v	f105v.37	S	1	7	okol	EXACT_WHOLE	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	weiche hiervon bis zur mittleren Stufe ein | Arzneikompositum am Gradanfang | Feuchtzubereitung | [qoeeo:?] | Holzdroge, heiß auf Stufe III | Trockengut, Grundform | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | Drogenfraktion I | [aildy:?]	weiche hiervon bis zur mittleren Stufe ein | Arzneikompositum am Gradanfang | Feuchtzubereitung | [qoeeo:?] | Holzdroge, heiß auf Stufe III | Trockengut, Grundform | heißer Ansatzstoff | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | Drogenfraktion I | [aildy:?]	weiche hiervon bis zur mittleren Stufe ein; Arzneikompositum am Gradanfang; Feuchtzubereitung; [qoeeo:?]; Holzdroge, heiß auf Stufe III; Trockengut, Grundform; heißer Ansatzstoff; kalt und angetrocknet; [sheeey:?]; Ansatz auf Heizstufe III; Drogenfraktion I; [aildy:?]	4	3	0
f105v	f105v.4	S	1	4	chdor	EXACT_WHOLE	olkeeol orchsey qokeedy chdor olar ol keeol chedaiin	[olkeeol:?] | [orchsey:?] | heiß am Ende des Grades, abgeschlossen | [chdor:?] | erste Holzrohstofffraktion im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | stark erhitzter Drogenstoff | abgemessene Trockendroge, Dosis III	[olkeeol:?] | [orchsey:?] | heiß am Ende des Grades, abgeschlossen | eine abgemessene Portion Trockendroge | erste Holzrohstofffraktion im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | stark erhitzter Drogenstoff | abgemessene Trockendroge, Dosis III	[olkeeol:?]; [orchsey:?]; bis zur Heizendstufe gebracht; eine abgemessene Portion Trockendroge; erste Holzrohstofffraktion im Ansatz; Grundansatz; stark erhitzter Drogenstoff; abgemessene Trockendroge, Dosis III	3	2	0
f105v	f105v.6	S	1	12	ykaiin	YKAIIN_ACTION	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	[dcheo:?] | [fcheeody:?] | Arzneikompositum am Gradende | abgemessene Fraktion I | Menge III | Rohstoffklasse I | abgemessene Fraktion I | Drogenfraktion I | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	[dcheo:?] | [fcheeody:?] | Arzneikompositum am Gradende | abgemessene Fraktion I | Menge III | Rohstoffklasse I | abgemessene Fraktion I | Drogenfraktion I | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | erhitze hiervon auf Stufe III | [g:?]	[dcheo:?]; [fcheeody:?]; Arzneikompositum am Gradende; abgemessene Fraktion I; drei Teile; Rohstoff I; abgemessene Fraktion I; Drogenfraktion I; [daiiidy:?]; Ansatz auf mittlerer Kühlstufe abgeschlossen; [oteody:?]; erhitze hiervon auf Stufe III; [g:?]	6	5	0
