event_serial	event_id	record_unit_id	section	page	physical_locus	field_id	statement_id	joint_tuple_id	image_owner_id	owner_break_before	visible_owner_reset	terminal_status	autonomous_operational_class	autonomous_readback_token	exact_literal_autonomous_layer	source_token_count	read_once_status	optional_master_gloss	occurrence_bound_exemplar	occurrence_content_source_class	occurrence_content_confidence	strongest_occurrence_rival	strongest_occurrence_contradiction	unsupported_exemplar_nouns	global_purpose_lead	global_purpose_rival	semantic_ceiling
78	E078	H5	HERBAL	f56r	f56r.7	F015	H5-S001	2cc054357a929df85f64	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Zerstoße die frischen klebrigen Blätter]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.34	Technischer Pflanzenmaterial-Rivale: Krautfraktion in wenig Wasser einweichen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an klebrige Blätter.	klebrige Blätter	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
79	E079	H5	HERBAL	f56r	f56r.7	F015	H5-S001	893c570f3fa3fce99711	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:893c570f3fa3fce99711] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Lege sie als Auflage auf]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.25	Technischer Pflanzenmaterial-Rivale: weiches Material quetschen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auflage.	Auflage	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
80	E080	H5	HERBAL	f56r	f56r.7	F015	H5-S001	10488b911aae52b3b334	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:10488b911aae52b3b334] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Auf eine einzelne Warze oder ein Hühnerauge]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.18	Technischer Pflanzenmaterial-Rivale: klebrige Flüssigkeit als Prüfcharge dem lokalen Posten auffangen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Warze, Hühnerauge.	Warze|Hühnerauge	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
81	E081	H5	HERBAL	f56r	f56r.7	F015	H5-S001	276a7c2d74d1143446f4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Lass die Auflage nur kurz einwirken]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: aktive Prüfcharge dem lokalen Posten auf Prüffläche dem lokalen Posten einsetzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Einwirkdauer.	Einwirkdauer	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
82	E082	H5	HERBAL	f56r	f56r.7	F015	H5-S001	dd0ecaf5e27d81befffc	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:An der örtlich bezeichneten Hautstelle]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: Zieladresse dem lokalen Posten nach dem Auftrag im Register festhalten.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Hautstelle.	Hautstelle	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
83	E083	H5	HERBAL	f56r	f56r.8	F016	H5-S002	d665560c8ff80799a82c	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:d665560c8ff80799a82c] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nimm die Auflage wieder ab]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.32	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktive Charge wieder aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auflage.	Auflage	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
84	E084	H5	HERBAL	f56r	f56r.8	F016	H5-S002	c10aec6d4dd877ec8bd8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:c10aec6d4dd877ec8bd8] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Wasche die Stelle mit Wasser]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.25	Technischer Pflanzenmaterial-Rivale: zweite Prüffläche dem lokalen Posten bereitstellen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wasser.	Wasser	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
85	E085	H5	HERBAL	f56r	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Wiederhole den Gebrauch nur, wenn er vertragen wird]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: aktive Charge auf dem lokalen Posten einsetzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Verträglichkeit, Wiederholung.	Verträglichkeit|Wiederholung	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
86	E086	H5	HERBAL	f56r	f56r.8	F016	H5-S002	95987d6f198d6d247511	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:95987d6f198d6d247511] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Beende die äußere Anwendung]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.40	Technischer Pflanzenmaterial-Rivale: beschichtete Prüffläche lufttrocknen lassen und schließen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind äußere Anwendung.	äußere Anwendung	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
87	E087	H5	HERBAL	f56r	f56r.12	F017	H5-S003	ad3581d3144f69a5912d	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:ad3581d3144f69a5912d] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.36	Technischer Pflanzenmaterial-Rivale: Kopf- oder Knospenfraktion dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an blühende Stiele.	blühende Stiele	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
88	E088	H5	HERBAL	f56r	f56r.12	F017	H5-S003	2cc054357a929df85f64	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Trockne sie im Schatten]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.27	Technischer Pflanzenmaterial-Rivale: schmale Blattfraktion dem lokalen Posten getrennt einführen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Schatten.	Schatten	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
89	E089	H5	HERBAL	f56r	f56r.12	F017	H5-S003	b74e9e65637b7c8538dd	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:b74e9e65637b7c8538dd] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Zerreibe sie grob]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.32	Technischer Pflanzenmaterial-Rivale: beide Fraktionen mit Loszeichen versehen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Zerreibung.	Zerreibung	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
90	E090	H5	HERBAL	f56r	f56r.12	F017	H5-S003	1322bc176443fc2a8a86	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:1322bc176443fc2a8a86] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Verwahre sie trocken]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.28	Technischer Pflanzenmaterial-Rivale: beide im Schatten trocknen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Vorrat.	Vorrat	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
91	E091	H5	HERBAL	f56r	f56r.13	F018	H5-S004	9ad66e67803a12e745de	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:9ad66e67803a12e745de] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Setze daraus einen schwachen Auszug an]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.29	Technischer Pflanzenmaterial-Rivale: getrocknete Blattfraktion dem lokalen Posten wieder aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	Auszug	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
92	E092	H5	HERBAL	f56r	f56r.13	F018	H5-S004	087a47b5423438cd6b6a	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:087a47b5423438cd6b6a] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nimm milden Wein als Medium]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.24	Technischer Pflanzenmaterial-Rivale: Lagerfach dem lokalen Posten zuweisen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wein.	Wein	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
93	E093	H5	HERBAL	f56r	f56r.13	F018	H5-S004	75a523fcf039b006f97b	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:75a523fcf039b006f97b] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Seihe ihn durch ein Tuch]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.28	Technischer Pflanzenmaterial-Rivale: Fraktion trocken im Lagerfach verwahren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Tuch.	Tuch	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
94	E094	H5	HERBAL	f56r	f56r.18	F019	H5-S005	2cc054357a929df85f64	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Gib Honig hinzu]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.24	Technischer Pflanzenmaterial-Rivale: frischen Pflanzenrest dem lokalen Posten als neue Arbeitscharge einführen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Honig.	Honig	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
95	E095	H5	HERBAL	f56r	f56r.18	F019	H5-S005	9ad66e67803a12e745de	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:9ad66e67803a12e745de] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Erwärme gelinde]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.30	Technischer Pflanzenmaterial-Rivale: Rest mit wenig Wasser wieder anfeuchten.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	Wärme	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
96	E096	H5	HERBAL	f56r	f56r.18	F019	H5-S005	c71c72da4e09e0833392	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:c71c72da4e09e0833392] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Gib den Auszug als Brusttrank]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.25	Technischer Pflanzenmaterial-Rivale: Rest zu gleichmäßiger Klebmasse arbeiten.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Brusttrank.	Brusttrank	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
97	E097	H5	HERBAL	f56r	f56r.18	F019	H5-S005	61a075bc54793c1c781f	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:61a075bc54793c1c781f] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Gebrauche ihn bei trockenem Husten]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.18	Technischer Pflanzenmaterial-Rivale: frische Masse dem lokalen Posten im bedeckten Topf lagern.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Husten.	Husten	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
98	E098	H5	HERBAL	f56r	f56r.19	F020	H5-S006	faf321940aed922846a9	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:faf321940aed922846a9] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: bezeichnete Blütenfraktion dem lokalen Posten wählen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Trankanteil, Gabe.	Trankanteil|Gabe	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
99	E099	H5	HERBAL	f56r	f56r.19	F020	H5-S006	9bb7122b386ebbc6138f	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:9bb7122b386ebbc6138f] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Je Gabe]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.29	Technischer Pflanzenmaterial-Rivale: geöffnete Blüte als Referenzteil einlegen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gabe.	Gabe	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
100	E100	H5	HERBAL	f56r	f56r.19	F020	H5-S006	2f1c5e56e8f0ff459065	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SAME_OWNER	NO	NONCLOSE	FORMAL_PARAMETER_CHANNEL	[FORMAL:VORGABEPARAMETER; KEIN_WORT]	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [FORMAL:VORGABEPARAMETER; KEIN_WORT]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nimm ein kleines örtliches Maß]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: Sollmenge des Referenzloses buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	Dosis	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
