candidate	shol	paragraph	grammar	model	timing	target	form	location	kind	C_object	N_object	C_status	N_status	C_before	N_before	C_after	N_after	role	constraint_status_change	row_status
PK	Q	f32v.7-f32v.11	J	D	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
PK	Q	f32v.7-f32v.11	J	D	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
PK	Q	f32v.7-f32v.11	J	D	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
PK	Q	f32v.7-f32v.11	J	D	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
PK	Q	f32v.7-f32v.11	J	H	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
PK	Q	f32v.7-f32v.11	J	H	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
PK	Q	f32v.7-f32v.11	J	H	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
PK	Q	f32v.7-f32v.11	J	H	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
PK	Q	f32v.7-f32v.11	M	D	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
PK	Q	f32v.7-f32v.11	M	D	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
PK	Q	f32v.7-f32v.11	M	D	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
PK	Q	f32v.7-f32v.11	M	D	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
PK	Q	f32v.7-f32v.11	M	H	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
PK	Q	f32v.7-f32v.11	M	H	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
PK	Q	f32v.7-f32v.11	M	H	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
PK	Q	f32v.7-f32v.11	M	H	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
PK	Q	f32v.7-f32v.11	B	D	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	B	D	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	B	H	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	B	H	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	J	D	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	J	D	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	J	H	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	J	H	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	M	D	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	M	D	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	M	H	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
PK	Q	f32v.7-f32v.11	M	H	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	NO_STATE_TRANSITION_MODELLED	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	False	recorded
P	A	f22v|f22v.6-f22v.16	B	D	O	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	B	D	O	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	B	D	I	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	B	D	I	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	B	H	O	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	B	H	O	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	B	H	I	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	B	H	I	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	J	D	O	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	J	D	O	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	J	D	I	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	J	D	I	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	J	H	O	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	J	H	O	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	J	H	I	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	J	H	I	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	M	D	O	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	M	D	O	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	M	D	I	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	M	D	I	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	M	H	O	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	M	H	O	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f22v|f22v.6-f22v.16	M	H	I	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f22v|f22v.6-f22v.16	M	H	I	f22v.15:3	chocthy	f22v.15:3	BARE_NOMINAL		f22v.15:3	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	B	D	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	B	D	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	B	D	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	B	D	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	B	H	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	B	H	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	B	H	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	B	H	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	J	D	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	J	D	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	J	D	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	J	D	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	J	H	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	J	H	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	J	H	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	J	H	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	M	D	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	M	D	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	M	D	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	M	D	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	M	H	O	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	M	H	O	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
P	A	f32v.7-f32v.11	M	H	I	f32v.9:4	chocthy	f32v.9:1	ACTION		f32v.9:4	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	"{""CONSTITUTION:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
P	A	f32v.7-f32v.11	M	H	I	f32v.9:4	chocthy	f32v.9:4	BARE_NOMINAL		f32v.9:4	ABSENT	INITIAL_CONSTRAINT		{}		"{""CONSTITUTION:moisture"":""dry""}"	OTHER_USE_OR_DISPLACED	True	recorded
K	A	f32v.7-f32v.11	B	D	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	B	D	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	B	H	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	B	H	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	J	D	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	J	D	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	J	H	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	J	H	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	M	D	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	M	D	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	M	H	O	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
K	A	f32v.7-f32v.11	M	H	I	f32v.9:6	cthaiin	f32v.9:1	ACTION		f32v.9:6	ARGUMENT_INCOMPLETE	ARGUMENT_INCOMPLETE	{}	{}	{}	{}	DIRECT_USE	False	recorded
PK	A	f22v|f22v.6-f22v.16	B	D	O	f22v.15:3	chocthy	f22v.15:4	ACTION	f22v.8:2	f22v.15:3	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""wet""}"	"{""CONSTITUTION:moisture"":""dry""}"	DIRECT_USE	False	recorded
