latent_item	occurrences	interpretation
OP_04:VALUE_0219:STATE_03	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0061:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0081:STATE_03	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0368:STATE_02	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0435:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0373:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0093:STATE_02	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0593:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0261:STATE_03	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0186:STATE_03	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0004:STATE_05	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0228:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0004:STATE_05	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0596:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0008:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0597:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0116:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0022:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0073:STATE_05	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0082:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0295:STATE_03	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0603:STATE_01	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0019:STATE_05	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0013:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0604:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0262:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0377:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0223:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0293:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0444:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0446:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0028:STATE_08	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0013:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0277:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0051:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0614:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0218:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0482:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0097:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0028:STATE_06	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0237:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0483:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0045:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0062:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0060:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0254:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0081:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0336:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0619:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0414:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0449:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0486:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0622:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0231:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0487:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0013:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0451:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0070:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0285:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0286:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0623:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0625:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0237:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0165:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0046:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0107:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0002:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0496:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0002:STATE_06	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0628:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0095:STATE_08	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0632:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0052:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0094:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0006:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0249:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0419:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0013:STATE_08	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0553:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0135:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0253:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0147:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0639:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0163:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0352:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0316:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0640:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0646:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0050:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0503:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0398:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0321:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0070:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0568:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0168:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0110:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0223:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0511:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0096:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0571:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0282:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0425:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0458:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0459:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0513:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0006:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0058:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0574:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0181:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0039:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0048:STATE_05	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0430:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0426:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0079:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0002:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0656:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0001:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0249:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0393:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0208:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0088:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0171:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0175:STATE_05	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0045:STATE_05	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0456:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0663:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0402:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0081:STATE_05	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0303:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0585:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0022:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0469:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0263:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0246:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0669:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0044:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0001:STATE_06	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0671:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0001:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0261:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0004:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0204:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0139:STATE_05	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0175:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0028:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0348:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0145:STATE_05	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0100:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0471:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0288:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0206:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0308:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0684:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0074:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0454:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0041:STATE_08	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0686:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0021:STATE_07	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0107:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0690:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0691:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0504:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0544:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0254:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0004:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0692:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0693:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0039:STATE_02	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0600:STATE_05	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0057:STATE_08	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0696:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0123:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0359:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0115:STATE_04	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0115:STATE_03	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0698:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0341:STATE_01	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0031:STATE_06	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0273:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0177:STATE_06	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0443:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0607:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0027:STATE_07	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0106:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0333:STATE_05	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0379:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0610:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0611:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0122:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0613:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0310:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0027:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0230:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0616:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0714:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0134:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0001:STATE_08	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0717:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0135:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0617:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0718:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0299:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0620:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0030:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0106:STATE_06	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0012:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0722:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0723:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0052:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0318:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0077:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0536:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0415:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0211:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0494:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0147:STATE_07	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0362:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0455:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0251:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0302:STATE_05	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0075:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0497:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0629:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0388:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0013:STATE_05	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0132:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0630:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0204:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0051:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0341:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0002:STATE_06	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0324:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0540:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0022:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0253:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0739:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0740:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0127:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0391:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0743:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0003:STATE_07	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0745:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0079:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0056:STATE_08	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0558:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0506:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0748:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0369:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0645:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0370:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0211:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0563:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0013:STATE_05	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0065:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0324:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0564:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0754:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0508:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0032:STATE_06	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0205:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0545:STATE_07	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0756:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0501:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0035:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0567:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0760:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0279:STATE_07	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0648:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0499:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0762:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0363:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0361:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0297:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0300:STATE_04	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0569:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0650:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0371:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0001:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0076:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0181:STATE_07	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0652:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0112:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_10:VALUE_0022:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0055:STATE_06	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0770:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0426:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0771:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0168:STATE_03	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0575:STATE_01	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0576:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0772:STATE_02	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
