candidate_row_id	current_status	source_neighbor_count	component_recipe	catalog_intake_tier	identity_route	identity_status	factor_gate_status	execution_route	execution_decision	incoming_action	incoming_argument	scope_context_mode	scope_incoming_action	visible_separated_chains	portable_factor_rules	amber_factor_rules	blocked_factor_rules	outgoing_action_v2	outgoing_argument_v2	execution_stop_preserves_state	identity_only_when_execution_stops	legacy_gdt445_route	legacy_gdt445_decision	gdt445_correction	identity_does_not_override_execution
G446-CAN-0847	ABSENT	1	CH+E+O+T+E+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIN	NONE	NONE	T	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0848	ABSENT	1	CH+E+O+T+E+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-OR	NONE	NONE	T	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0849	ABSENT	1	CH+E+OK	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E	NONE	NONE	OK	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0850	ABSENT	1	CH+E+OK+OL	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E	NONE	NONE	OK	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0851	ABSENT	1	CH+E+OK+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:OK<-Y	NONE	NONE	OK	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0852	ABSENT	1	CH+E+OL+CH+E+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-E|FOCUS:CH<-AIIN	NONE	NONE	CH	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0853	ABSENT	1	CH+E+OL+CH+E+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-E|FOCUS:CH<-AIN	NONE	NONE	CH	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0854	ABSENT	1	CH+E+OL+CH+E+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-E|FOCUS:CH<-OR	NONE	NONE	CH	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0855	ABSENT	1	CH+E+OL+S+E+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:S<-E|FOCUS:S<-Y	NONE	NONE	S	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0856	ABSENT	1	CH+E+OL+T+AIR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-AIR	NONE	NONE	T	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0857	ABSENT	1	CH+E+OL+T+AL	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-AL	NONE	NONE	T	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0858	ABSENT	1	CH+E+OL+T+L	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-L	NONE	NONE	T	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0859	ABSENT	1	CH+E+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-OR	NONE	NONE	CH	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0860	ABSENT	1	CH+E+OT+CH+E+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	CH	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0861	ABSENT	1	CH+E+OT+T+AR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-AR	NONE	NONE	T	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0862	ABSENT	1	CH+E+P+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:P<-AIIN	NONE	NONE	P	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0863	ABSENT	1	CH+E+P+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:P<-AIN	NONE	NONE	P	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0864	ABSENT	1	CH+E+P+CH+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-Y|PAIR:P>CH	NONE	NONE	CH	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0865	ABSENT	1	CH+E+P+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:P<-OR	NONE	NONE	P	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0866	ABSENT	1	CH+E+P+OT	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E	NONE	NONE	P	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0867	ABSENT	1	CH+E+S+K+E+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:K<-E|FOCUS:K<-Y|PAIR:S>K	NONE	NONE	K	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0868	ABSENT	1	CH+E+S+K+O	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|PAIR:S>K	NONE	NONE	K	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0869	ABSENT	1	CH+E+S+K+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:K<-Y|PAIR:S>K	NONE	NONE	K	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0870	ABSENT	1	CH+E+S+P+E+DY	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:P<-E|CLOSE:P	NONE	PAIR:S>P	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-CAN-0871	ABSENT	1	CH+E+T+AIIN+R+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-AIIN|FOCUS:R<-Y	NONE	NONE	R	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0872	ABSENT	1	CH+E+T+AIN+R+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-AIN|FOCUS:R<-Y	NONE	NONE	R	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0873	ABSENT	1	CH+E+T+CH+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-AIIN|PAIR:T>CH	NONE	NONE	CH	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0874	ABSENT	1	CH+E+T+CH+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-AIN|PAIR:T>CH	NONE	NONE	CH	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0875	ABSENT	1	CH+E+T+CH+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-OR|PAIR:T>CH	NONE	NONE	CH	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0876	ABSENT	1	CH+E+T+E+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIIN	NONE	NONE	T	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0877	ABSENT	1	CH+E+T+E+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIN	NONE	NONE	T	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0878	ABSENT	1	CH+E+T+E+D_ADDR+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIIN	NONE	NONE	T	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0879	ABSENT	1	CH+E+T+E+D_ADDR+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIN	NONE	NONE	T	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0880	ABSENT	1	CH+E+T+E+D_ADDR+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-OR	NONE	NONE	T	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0881	ABSENT	1	CH+E+T+E+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-OR	NONE	NONE	T	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0882	ABSENT	1	CH+E+T+OR+R+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-OR|FOCUS:R<-Y	NONE	NONE	R	Y	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0883	ABSENT	1	CH+E+T+S+Y	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:S<-Y	NONE	PAIR:T>S	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-CAN-0884	ABSENT	1	CH+E+T+Y+R+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-Y|FOCUS:R<-AIIN	NONE	NONE	R	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0885	ABSENT	1	CH+E+T+Y+R+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-Y|FOCUS:R<-AIN	NONE	NONE	R	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0886	ABSENT	1	CH+E+T+Y+R+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:T<-Y|FOCUS:R<-OR	NONE	NONE	R	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0887	ABSENT	1	CH+EE+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:CH<-AIIN	NONE	NONE	CH	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0888	ABSENT	1	CH+EE+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:CH<-AIN	NONE	NONE	CH	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0889	ABSENT	1	CH+EE+CH+OK+O+DY	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|CLOSE:OK	PAIR:CH>OK	NONE	OK	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_AMBER	READ_AMBER	NONE	YES
G446-CAN-0890	ABSENT	1	CH+EE+CH+P+O+DY	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|PAIR:CH>P|CLOSE:P	NONE	NONE	P	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0891	ABSENT	1	CH+EE+D_ADDR+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:CH<-AIIN	NONE	NONE	CH	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0892	ABSENT	1	CH+EE+D_ADDR+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:CH<-AIN	NONE	NONE	CH	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0893	ABSENT	1	CH+EE+D_ADDR+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:CH<-OR	NONE	NONE	CH	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0894	ABSENT	1	CH+EE+O+D_ADDR+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:CH<-AIIN	NONE	NONE	CH	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0895	ABSENT	1	CH+EE+O+D_ADDR+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:CH<-AIN	NONE	NONE	CH	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0896	ABSENT	1	CH+EE+O+D_ADDR+OR	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:CH<-OR	NONE	NONE	CH	OR	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0897	ABSENT	1	CH+EE+S+K+O+DY	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|PAIR:S>K|CLOSE:K	NONE	NONE	K	NONE	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0898	ABSENT	1	CH+EE+T+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:T<-AIIN	NONE	NONE	T	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0899	ABSENT	1	CH+EE+T+AIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:T<-AIN	NONE	NONE	T	AIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
G446-CAN-0900	ABSENT	1	CH+EE+T+EE+AIIN	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-EE|FOCUS:T<-EE|FOCUS:T<-AIIN	NONE	NONE	T	AIIN	YES	NO	KNOWN_FACTOR_COMPOSITION_GREEN	READ	NONE	YES
