page	locus	kind	reader	model	source_text	tokens	hypothesis_positions_1based	literal_hypotheses_json	confidence
f17r	f17r.11	P	rf1b_clean	N	otchol cthar okaiin chol daiiin	5	1,2,3,4,5	"[""dieses?"", ""Wurzel?"", ""Pulver?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	rf1b_clean	G	otchol cthar okaiin chol daiiin	5	1,2,3,4,5	"[""dieses?"", ""Wurzel?"", ""ist?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.12	P	zl3b_clean	N	ychod y chotom	3		"[""[ychod]"", ""[y]"", ""[chotom]""]"	C0_UNCONFIRMED
f17r	f17r.12	P	zl3b_clean	G	ychod y chotom	3		"[""[ychod]"", ""[y]"", ""[chotom]""]"	C0_UNCONFIRMED
f17r	f17r.12	P	it2a_clean	N	ychody chotom	2		"[""[ychody]"", ""[chotom]""]"	C0_UNCONFIRMED
f17r	f17r.12	P	it2a_clean	G	ychody chotom	2		"[""[ychody]"", ""[chotom]""]"	C0_UNCONFIRMED
f17r	f17r.12	P	rf1b_clean	N	ychody chotom	2		"[""[ychody]"", ""[chotom]""]"	C0_UNCONFIRMED
f17r	f17r.12	P	rf1b_clean	G	ychody chotom	2		"[""[ychody]"", ""[chotom]""]"	C0_UNCONFIRMED
f17r	f17r.13	L	zl3b_clean	N	oteeeon oiil	2		"[""[oteeeon]"", ""[oiil]""]"	C0_UNCONFIRMED
f17r	f17r.13	L	zl3b_clean	G	oteeeon oiil	2		"[""[oteeeon]"", ""[oiil]""]"	C0_UNCONFIRMED
f17r	f17r.13	L	it2a_clean	N		0		[]	C0_UNCONFIRMED
f17r	f17r.13	L	it2a_clean	G		0		[]	C0_UNCONFIRMED
f17r	f17r.13	L	rf1b_clean	N	oteeeon oiil	2		"[""[oteeeon]"", ""[oiil]""]"	C0_UNCONFIRMED
f17r	f17r.13	L	rf1b_clean	G	oteeeon oiil	2		"[""[oteeeon]"", ""[oiil]""]"	C0_UNCONFIRMED
f18r	f18r.13	P	zl3b_clean	N	or shaiin cthar cthal okal dar	6	3	"[""[or]"", ""[shaiin]"", ""Wurzel?"", ""[cthal]"", ""[okal]"", ""[dar]""]"	C0_UNCONFIRMED
f18r	f18r.13	P	zl3b_clean	G	or shaiin cthar cthal okal dar	6	3	"[""[or]"", ""[shaiin]"", ""Wurzel?"", ""[cthal]"", ""[okal]"", ""[dar]""]"	C0_UNCONFIRMED
f18r	f18r.13	P	it2a_clean	N	or shaiin cthar cthal okal dar	6	3	"[""[or]"", ""[shaiin]"", ""Wurzel?"", ""[cthal]"", ""[okal]"", ""[dar]""]"	C0_UNCONFIRMED
f18r	f18r.13	P	it2a_clean	G	or shaiin cthar cthal okal dar	6	3	"[""[or]"", ""[shaiin]"", ""Wurzel?"", ""[cthal]"", ""[okal]"", ""[dar]""]"	C0_UNCONFIRMED
f18r	f18r.13	P	rf1b_clean	N	or shaiin cthar cthal okal dar	6	3	"[""[or]"", ""[shaiin]"", ""Wurzel?"", ""[cthal]"", ""[okal]"", ""[dar]""]"	C0_UNCONFIRMED
f18r	f18r.13	P	rf1b_clean	G	or shaiin cthar cthal okal dar	6	3	"[""[or]"", ""[shaiin]"", ""Wurzel?"", ""[cthal]"", ""[okal]"", ""[dar]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	zl3b_clean	N	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	9	1	"[""Pulver?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	zl3b_clean	G	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	9	1	"[""ist?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	it2a_clean	N	okaiin sho tshaiin chkaiin shcthey cthody cthy s	8	1	"[""Pulver?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	it2a_clean	G	okaiin sho tshaiin chkaiin shcthey cthody cthy s	8	1	"[""ist?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	rf1b_clean	N	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	9	1	"[""Pulver?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	rf1b_clean	G	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	9	1	"[""ist?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	zl3b_clean	N	ydal sh okol okaiin odaiin dlos	6	4	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	zl3b_clean	G	ydal sh okol okaiin odaiin dlos	6	4	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	it2a_clean	N	ydal sh okol okaiin odaiin dlos	6	4	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	it2a_clean	G	ydal sh okol okaiin odaiin dlos	6	4	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	rf1b_clean	N	ydal sh okol okaiin odaiin dlos	6	4	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	rf1b_clean	G	ydal sh okol okaiin odaiin dlos	6	4	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.16	P	zl3b_clean	N	otchol odaiim	2	1	"[""dieses?"", ""[odaiim]""]"	C0_UNCONFIRMED
f24v	f24v.16	P	zl3b_clean	G	otchol odaiim	2	1	"[""dieses?"", ""[odaiim]""]"	C0_UNCONFIRMED
f24v	f24v.16	P	it2a_clean	N	otchol odaiim	2	1	"[""dieses?"", ""[odaiim]""]"	C0_UNCONFIRMED
f24v	f24v.16	P	it2a_clean	G	otchol odaiim	2	1	"[""dieses?"", ""[odaiim]""]"	C0_UNCONFIRMED
f24v	f24v.16	P	rf1b_clean	N	otchol odaiim	2	1	"[""dieses?"", ""[odaiim]""]"	C0_UNCONFIRMED
f24v	f24v.16	P	rf1b_clean	G	otchol odaiim	2	1	"[""dieses?"", ""[odaiim]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	zl3b_clean	N	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	9		"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	zl3b_clean	G	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	9		"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	it2a_clean	N	olsheol qokchy dal chey deey kchy keey okaiin ykeey	9	8	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""Pulver?"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	it2a_clean	G	olsheol qokchy dal chey deey kchy keey okaiin ykeey	9	8	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""ist?"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	rf1b_clean	N	olsheol qokchy dal chey deey kchy keey okaiiin kee	9		"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[kee]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	rf1b_clean	G	olsheol qokchy dal chey deey kchy keey okaiiin kee	9		"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[kee]""]"	C0_UNCONFIRMED
f32v	f32v.8	P	zl3b_clean	N	otchol daiin daiin ctho daiin qotaiin otchy d shan	9	1,2,3,5	"[""dieses?"", ""viel?"", ""viel?"", ""[ctho]"", ""viel?"", ""[qotaiin]"", ""[otchy]"", ""[d]"", ""[shan]""]"	C0_UNCONFIRMED
f32v	f32v.8	P	zl3b_clean	G	otchol daiin daiin ctho daiin qotaiin otchy d shan	9	1,2,3,5	"[""dieses?"", ""viel?"", ""viel?"", ""[ctho]"", ""viel?"", ""[qotaiin]"", ""[otchy]"", ""[d]"", ""[shan]""]"	C0_UNCONFIRMED
f32v	f32v.8	P	it2a_clean	N	otchol daiin daiin ctho daiin qotaiin otchy d shar	9	1,2,3,5	"[""dieses?"", ""viel?"", ""viel?"", ""[ctho]"", ""viel?"", ""[qotaiin]"", ""[otchy]"", ""[d]"", ""[shar]""]"	C0_UNCONFIRMED
f32v	f32v.8	P	it2a_clean	G	otchol daiin daiin ctho daiin qotaiin otchy d shar	9	1,2,3,5	"[""dieses?"", ""viel?"", ""viel?"", ""[ctho]"", ""viel?"", ""[qotaiin]"", ""[otchy]"", ""[d]"", ""[shar]""]"	C0_UNCONFIRMED
f32v	f32v.8	P	rf1b_clean	N	otchol daiin daiin cthodaiin qotaiin otchy shan	7	1,2,3	"[""dieses?"", ""viel?"", ""viel?"", ""[cthodaiin]"", ""[qotaiin]"", ""[otchy]"", ""[shan]""]"	C0_UNCONFIRMED
f32v	f32v.8	P	rf1b_clean	G	otchol daiin daiin cthodaiin qotaiin otchy shan	7	1,2,3	"[""dieses?"", ""viel?"", ""viel?"", ""[cthodaiin]"", ""[qotaiin]"", ""[otchy]"", ""[shan]""]"	C0_UNCONFIRMED
f55v	f55v.8	P	zl3b_clean	N	tar chedy qokaiin okar qol otar cho ar talody okar y	11		"[""[tar]"", ""[chedy]"", ""[qokaiin]"", ""[okar]"", ""[qol]"", ""[otar]"", ""[cho]"", ""[ar]"", ""[talody]"", ""[okar]"", ""[y]""]"	C0_UNCONFIRMED
f55v	f55v.8	P	zl3b_clean	G	tar chedy qokaiin okar qol otar cho ar talody okar y	11		"[""[tar]"", ""[chedy]"", ""[qokaiin]"", ""[okar]"", ""[qol]"", ""[otar]"", ""[cho]"", ""[ar]"", ""[talody]"", ""[okar]"", ""[y]""]"	C0_UNCONFIRMED
f55v	f55v.8	P	it2a_clean	N	tor chdy qokaiin okar qol otarcho cthar talody okary	9	7	"[""[tor]"", ""[chdy]"", ""[qokaiin]"", ""[okar]"", ""[qol]"", ""[otarcho]"", ""Wurzel?"", ""[talody]"", ""[okary]""]"	C0_UNCONFIRMED
f55v	f55v.8	P	it2a_clean	G	tor chdy qokaiin okar qol otarcho cthar talody okary	9	7	"[""[tor]"", ""[chdy]"", ""[qokaiin]"", ""[okar]"", ""[qol]"", ""[otarcho]"", ""Wurzel?"", ""[talody]"", ""[okary]""]"	C0_UNCONFIRMED
f55v	f55v.8	P	rf1b_clean	N	t r che y qokaiin okar qol otarcho ar talody okary	11		"[""[t]"", ""[r]"", ""[che]"", ""[y]"", ""[qokaiin]"", ""[okar]"", ""[qol]"", ""[otarcho]"", ""[ar]"", ""[talody]"", ""[okary]""]"	C0_UNCONFIRMED
f55v	f55v.8	P	rf1b_clean	G	t r che y qokaiin okar qol otarcho ar talody okary	11		"[""[t]"", ""[r]"", ""[che]"", ""[y]"", ""[qokaiin]"", ""[okar]"", ""[qol]"", ""[otarcho]"", ""[ar]"", ""[talody]"", ""[okary]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	zl3b_clean	N	ykaky qokchy okal chey or or aiin okaiin ykain otaky	10	8	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""Pulver?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	zl3b_clean	G	ykaky qokchy okal chey or or aiin okaiin ykain otaky	10	8	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""ist?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	it2a_clean	N	ykaky qokchy okal chey or or aiin okaiin ykain otaky	10	8	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""Pulver?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	it2a_clean	G	ykaky qokchy okal chey or or aiin okaiin ykain otaky	10	8	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""ist?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	rf1b_clean	N	ykaky qokchy okal chey or or aiin okaiin ykain taky	10	8	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""Pulver?"", ""[ykain]"", ""[taky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	rf1b_clean	G	ykaky qokchy okal chey or or aiin okaiin ykain taky	10	8	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""ist?"", ""[ykain]"", ""[taky]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	zl3b_clean	N	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	12	5	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""Pulver?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[y]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	zl3b_clean	G	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	12	5	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""ist?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[y]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	it2a_clean	N	oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol	11	5	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""Pulver?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[ykal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	it2a_clean	G	oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol	11	5	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""ist?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[ykal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	rf1b_clean	N	oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol	11	5	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""Pulver?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	rf1b_clean	G	oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol	11	5	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""ist?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f56r	f56r.10	P	zl3b_clean	N	yt chor otchy chok y t chey r okaiin	9	9	"[""[yt]"", ""[chor]"", ""[otchy]"", ""[chok]"", ""[y]"", ""[t]"", ""[chey]"", ""[r]"", ""Pulver?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	zl3b_clean	G	yt chor otchy chok y t chey r okaiin	9	9	"[""[yt]"", ""[chor]"", ""[otchy]"", ""[chok]"", ""[y]"", ""[t]"", ""[chey]"", ""[r]"", ""ist?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	it2a_clean	N	ytchor otchy chokyt chey r okaiin	6	6	"[""[ytchor]"", ""[otchy]"", ""[chokyt]"", ""[chey]"", ""[r]"", ""Pulver?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	it2a_clean	G	ytchor otchy chokyt chey r okaiin	6	6	"[""[ytchor]"", ""[otchy]"", ""[chokyt]"", ""[chey]"", ""[r]"", ""ist?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	rf1b_clean	N	ytchor otchy chok yt chey r ok aiin	8		"[""[ytchor]"", ""[otchy]"", ""[chok]"", ""[yt]"", ""[chey]"", ""[r]"", ""[ok]"", ""[aiin]""]"	C0_UNCONFIRMED
f56r	f56r.10	P	rf1b_clean	G	ytchor otchy chok yt chey r ok aiin	8		"[""[ytchor]"", ""[otchy]"", ""[chok]"", ""[yt]"", ""[chey]"", ""[r]"", ""[ok]"", ""[aiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	zl3b_clean	N	dsheol okaiin sheodaiin	3	2	"[""[dsheol]"", ""Pulver?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	zl3b_clean	G	dsheol okaiin sheodaiin	3	2	"[""[dsheol]"", ""ist?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	it2a_clean	N	dsheol okaiin sheodaiin	3	2	"[""[dsheol]"", ""Pulver?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	it2a_clean	G	dsheol okaiin sheodaiin	3	2	"[""[dsheol]"", ""ist?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	rf1b_clean	N	dsheol okaiin sheodaiin	3	2	"[""[dsheol]"", ""Pulver?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	rf1b_clean	G	dsheol okaiin sheodaiin	3	2	"[""[dsheol]"", ""ist?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	zl3b_clean	N	dchor okaiiin	2		"[""[dchor]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	zl3b_clean	G	dchor okaiiin	2		"[""[dchor]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	it2a_clean	N	dchor okaiin	2	2	"[""[dchor]"", ""Pulver?""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	it2a_clean	G	dchor okaiin	2	2	"[""[dchor]"", ""ist?""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	rf1b_clean	N	dchos okaiiin	2		"[""[dchos]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	rf1b_clean	G	dchos okaiiin	2		"[""[dchos]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	zl3b_clean	N	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	11	7	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""Pulver?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	zl3b_clean	G	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	11	7	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""ist?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	it2a_clean	N	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	11	7	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""Pulver?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	it2a_clean	G	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	11	7	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""ist?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	rf1b_clean	N	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	11	7	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""Pulver?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	rf1b_clean	G	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	11	7	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""ist?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	zl3b_clean	N	oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin	42	11,42	"[""[oteeo]"", ""[cthey]"", ""[chlol]"", ""[cheol]"", ""[olcheor]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""trocken?"", ""[chokeol]"", ""[cheoky]"", ""[okaiir]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""Pulver?""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	zl3b_clean	G	oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin	42	11,42	"[""[oteeo]"", ""[cthey]"", ""[chlol]"", ""[cheol]"", ""[olcheor]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""trocken?"", ""[chokeol]"", ""[cheoky]"", ""[okaiir]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""ist?""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	it2a_clean	N	oteeo ckhey cholo cheol olchear al oteey chedal oteedy okeodaly cheol chokeol cheolky okaiis okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otar otam chotam sal okeo dar ar adal dar okeeas aiin oteey okoiin	42		"[""[oteeo]"", ""[ckhey]"", ""[cholo]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""[cheol]"", ""[chokeol]"", ""[cheolky]"", ""[okaiis]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otar]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""[okoiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	it2a_clean	G	oteeo ckhey cholo cheol olchear al oteey chedal oteedy okeodaly cheol chokeol cheolky okaiis okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otar otam chotam sal okeo dar ar adal dar okeeas aiin oteey okoiin	42		"[""[oteeo]"", ""[ckhey]"", ""[cholo]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""[cheol]"", ""[chokeol]"", ""[cheolky]"", ""[okaiis]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otar]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""[okoiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	rf1b_clean	N	oteeo cthe chlol cheol olchear al oteey chedal otee y okeo aly chol chokeol cheolky okaiir okee y sheoltey cheor aiin dal okochey sho okaley ol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal ar okeeos aiin oteey o kaiin	46	13	"[""[oteeo]"", ""[cthe]"", ""[chlol]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[otee]"", ""[y]"", ""[okeo]"", ""[aly]"", ""trocken?"", ""[chokeol]"", ""[cheolky]"", ""[okaiir]"", ""[okee]"", ""[y]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[dal]"", ""[okochey]"", ""[sho]"", ""[okaley]"", ""[ol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[ar]"", ""[okeeos]"", ""[aiin]"", ""[oteey]"", ""[o]"", ""[kaiin]""]"	C0_UNCONFIRMED
