route_id	candidate_recipe	source_neighbor_recipe	register	source_observed_in_register	changed_atom_position	source_atom	source_local_value_de	target_atom	target_local_value_de	source_local_trace	target_local_trace	local_trace_delta_count	source_local_phrase_de	target_local_phrase_de	local_phrase_changed	target_matches_gdt431	decision
NR034	AR+AIN	L+AIN	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	1	L	SICHTBARE VERBINDUNG	AR	AUSGANGSSTATION	1:RELATION=SICHTBARE VERBINDUNG | 2:ARGUMENT=STATIONSANTEIL	1:RELATION=AUSGANGSSTATION | 2:ARGUMENT=STATIONSANTEIL	1	Über die sichtbare Verbindung: Stationsanteil.	Von der Ausgangsstation: Stationsanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR034	AR+AIN	L+AIN	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	1	L	RINGVERBINDUNG	AR	AUSGANGSPOSITION	1:RELATION=RINGVERBINDUNG | 2:ARGUMENT=SEKTORANTEIL	1:RELATION=AUSGANGSPOSITION | 2:ARGUMENT=SEKTORANTEIL	1	Über die Ringverbindung: Sektoranteil.	Von der Ausgangsposition: Sektoranteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR034	AR+AIN	L+AIN	PHARMA	YES	1	L	GEFÄSSVERBINDUNG	AR	AUSGANGSGEFÄSS	1:RELATION=GEFÄSSVERBINDUNG | 2:ARGUMENT=DROGENANTEIL	1:RELATION=AUSGANGSGEFÄSS | 2:ARGUMENT=DROGENANTEIL	1	Über die Gefäßverbindung: Drogenanteil.	Vom Ausgangsgefäß: Drogenanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR035	CARRIER_Q+O+Y	CARRIER_Q+O+AIIN	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIIN	KENNWERT	Y	LAUFENDER EINTRAG	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=KENNWERT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=LAUFENDER EINTRAG	1	Beginne mit der Ausführung des Kennwerts.	Beginne mit der Ausführung des laufenden Eintrags.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR035	CARRIER_Q+O+Y	CARRIER_Q+O+AIIN	HERBAL	YES	3	AIIN	ARBEITSWERT	Y	PFLANZENPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=ARBEITSWERT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=PFLANZENPOSTEN	1	Beginne mit der Ausführung des Arbeitswerts.	Beginne mit der Ausführung des Pflanzenpostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR035	CARRIER_Q+O+Y	CARRIER_Q+O+AIIN	BIOLOGICAL	YES	3	AIIN	STATIONSWERT	Y	STATIONSPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=STATIONSWERT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=STATIONSPOSTEN	1	Beginne mit der Ausführung des Stationswerts.	Beginne mit der Ausführung des Stationspostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR035	CARRIER_Q+O+Y	CARRIER_Q+O+AIIN	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIIN	POSITIONSWERT	Y	POSITIONSPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=POSITIONSWERT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=POSITIONSPOSTEN	1	Beginne mit der Ausführung des Positionswerts.	Beginne mit der Ausführung des Positionspostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR035	CARRIER_Q+O+Y	CARRIER_Q+O+AIIN	PHARMA	YES	3	AIIN	MENGENWERT	Y	DROGENPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=MENGENWERT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=DROGENPOSTEN	1	Beginne mit der Ausführung des Mengenwerts.	Beginne mit der Ausführung des Drogenpostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR036	CARRIER_Q+O+Y	CARRIER_Q+O+AIN	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIN	TEILWERT	Y	LAUFENDER EINTRAG	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=TEILWERT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=LAUFENDER EINTRAG	1	Beginne mit der Ausführung des Teilwerts.	Beginne mit der Ausführung des laufenden Eintrags.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR036	CARRIER_Q+O+Y	CARRIER_Q+O+AIN	HERBAL	YES	3	AIN	MATERIALANTEIL	Y	PFLANZENPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=MATERIALANTEIL	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=PFLANZENPOSTEN	1	Beginne mit der Ausführung des Materialanteils.	Beginne mit der Ausführung des Pflanzenpostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR036	CARRIER_Q+O+Y	CARRIER_Q+O+AIN	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIN	STATIONSANTEIL	Y	STATIONSPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=STATIONSANTEIL	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=STATIONSPOSTEN	1	Beginne mit der Ausführung des Stationsanteils.	Beginne mit der Ausführung des Stationspostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR036	CARRIER_Q+O+Y	CARRIER_Q+O+AIN	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIN	SEKTORANTEIL	Y	POSITIONSPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=SEKTORANTEIL	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=POSITIONSPOSTEN	1	Beginne mit der Ausführung des Sektoranteils.	Beginne mit der Ausführung des Positionspostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR036	CARRIER_Q+O+Y	CARRIER_Q+O+AIN	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIN	DROGENANTEIL	Y	DROGENPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=DROGENANTEIL	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=DROGENPOSTEN	1	Beginne mit der Ausführung des Drogenanteils.	Beginne mit der Ausführung des Drogenpostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR037	CARRIER_Q+O+Y	CARRIER_Q+O+OR	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	OR	EINTRAGSEINHEIT	Y	LAUFENDER EINTRAG	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=EINTRAGSEINHEIT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=LAUFENDER EINTRAG	1	Beginne mit der Ausführung der Eintragseinheit.	Beginne mit der Ausführung des laufenden Eintrags.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR037	CARRIER_Q+O+Y	CARRIER_Q+O+OR	HERBAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	OR	ARBEITSEINHEIT	Y	PFLANZENPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=ARBEITSEINHEIT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=PFLANZENPOSTEN	1	Beginne mit der Ausführung der Arbeitseinheit.	Beginne mit der Ausführung des Pflanzenpostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR037	CARRIER_Q+O+Y	CARRIER_Q+O+OR	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	OR	STATIONSEINHEIT	Y	STATIONSPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=STATIONSEINHEIT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=STATIONSPOSTEN	1	Beginne mit der Ausführung der Stationseinheit.	Beginne mit der Ausführung des Stationspostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR037	CARRIER_Q+O+Y	CARRIER_Q+O+OR	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	OR	POSITIONSEINHEIT	Y	POSITIONSPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=POSITIONSEINHEIT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=POSITIONSPOSTEN	1	Beginne mit der Ausführung der Positionseinheit.	Beginne mit der Ausführung des Positionspostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR037	CARRIER_Q+O+Y	CARRIER_Q+O+OR	PHARMA	YES	3	OR	ANSATZEINHEIT	Y	DROGENPOSTEN	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=ANSATZEINHEIT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=DROGENPOSTEN	1	Beginne mit der Ausführung der Ansatzeinheit.	Beginne mit der Ausführung des Drogenpostens.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR038	CH+AIN	CH+AIIN	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIIN	KENNWERT	AIN	TEILWERT	1:ACTION_HEAD=ENTNEHMEN | 2:ARGUMENT=KENNWERT	1:ACTION_HEAD=ENTNEHMEN | 2:ARGUMENT=TEILWERT	1	Entnimm den Kennwert.	Entnimm den Teilwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR038	CH+AIN	CH+AIIN	HERBAL	YES	2	AIIN	ARBEITSWERT	AIN	MATERIALANTEIL	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:ARGUMENT=ARBEITSWERT	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:ARGUMENT=MATERIALANTEIL	1	Nimm den Arbeitswert.	Nimm den Materialanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR038	CH+AIN	CH+AIIN	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIIN	STATIONSWERT	AIN	STATIONSANTEIL	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:ARGUMENT=STATIONSWERT	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:ARGUMENT=STATIONSANTEIL	1	Entnimm den Stationswert.	Entnimm den Stationsanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR038	CH+AIN	CH+AIIN	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIIN	POSITIONSWERT	AIN	SEKTORANTEIL	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:ARGUMENT=POSITIONSWERT	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:ARGUMENT=SEKTORANTEIL	1	Nimm den Positionswert auf.	Nimm den Sektoranteil auf.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR038	CH+AIN	CH+AIIN	PHARMA	YES	2	AIIN	MENGENWERT	AIN	DROGENANTEIL	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:ARGUMENT=MENGENWERT	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:ARGUMENT=DROGENANTEIL	1	Nimm den Mengenwert.	Nimm den Drogenanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR039	CH+AIN	CH+OR	SOURCE_SECTION_T	YES	2	OR	EINTRAGSEINHEIT	AIN	TEILWERT	1:ACTION_HEAD=ENTNEHMEN | 2:ARGUMENT=EINTRAGSEINHEIT	1:ACTION_HEAD=ENTNEHMEN | 2:ARGUMENT=TEILWERT	1	Entnimm die Eintragseinheit.	Entnimm den Teilwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR039	CH+AIN	CH+OR	HERBAL	YES	2	OR	ARBEITSEINHEIT	AIN	MATERIALANTEIL	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:ARGUMENT=ARBEITSEINHEIT	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:ARGUMENT=MATERIALANTEIL	1	Nimm die Arbeitseinheit.	Nimm den Materialanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR039	CH+AIN	CH+OR	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	OR	STATIONSEINHEIT	AIN	STATIONSANTEIL	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:ARGUMENT=STATIONSEINHEIT	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:ARGUMENT=STATIONSANTEIL	1	Entnimm die Stationseinheit.	Entnimm den Stationsanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR039	CH+AIN	CH+OR	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	OR	POSITIONSEINHEIT	AIN	SEKTORANTEIL	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:ARGUMENT=POSITIONSEINHEIT	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:ARGUMENT=SEKTORANTEIL	1	Nimm die Positionseinheit auf.	Nimm den Sektoranteil auf.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR039	CH+AIN	CH+OR	PHARMA	YES	2	OR	ANSATZEINHEIT	AIN	DROGENANTEIL	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:ARGUMENT=ANSATZEINHEIT	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:ARGUMENT=DROGENANTEIL	1	Nimm die Ansatzeinheit.	Nimm den Drogenanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR040	CH+AIN	S+AIN	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	1	S	AUSWÄHLEN	CH	ENTNEHMEN	1:ACTION_HEAD=AUSWÄHLEN | 2:ARGUMENT=TEILWERT	1:ACTION_HEAD=ENTNEHMEN | 2:ARGUMENT=TEILWERT	1	Wähle den Teilwert.	Entnimm den Teilwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR040	CH+AIN	S+AIN	HERBAL	YES	1	S	PFLANZENTEIL WÄHLEN	CH	PFLANZENTEIL NEHMEN	1:ACTION_HEAD=PFLANZENTEIL WÄHLEN | 2:ARGUMENT=MATERIALANTEIL	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:ARGUMENT=MATERIALANTEIL	1	Wähle den Materialanteil.	Nimm den Materialanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR040	CH+AIN	S+AIN	BIOLOGICAL	YES	1	S	STATION WÄHLEN	CH	POSTEN ENTNEHMEN	1:ACTION_HEAD=STATION WÄHLEN | 2:ARGUMENT=STATIONSANTEIL	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:ARGUMENT=STATIONSANTEIL	1	Wähle den Stationsanteil.	Entnimm den Stationsanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR040	CH+AIN	S+AIN	CELESTIAL	YES	1	S	POSITION WÄHLEN	CH	POSITION AUFNEHMEN	1:ACTION_HEAD=POSITION WÄHLEN | 2:ARGUMENT=SEKTORANTEIL	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:ARGUMENT=SEKTORANTEIL	1	Wähle den Sektoranteil.	Nimm den Sektoranteil auf.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR040	CH+AIN	S+AIN	PHARMA	YES	1	S	DROGENPOSTEN WÄHLEN	CH	DROGENPOSTEN NEHMEN	1:ACTION_HEAD=DROGENPOSTEN WÄHLEN | 2:ARGUMENT=DROGENANTEIL	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:ARGUMENT=DROGENANTEIL	1	Wähle den Drogenanteil.	Nimm den Drogenanteil.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR041	CH+E+O+AIR	CH+E+O+AL	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	AL	ZIELSPALTE	AIR	LESEBAHN	1:ACTION_HEAD=ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=ZIELSPALTE	1:ACTION_HEAD=ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=LESEBAHN	1	Entnimm an der Zielspalte auf Grad I als Ausführung.	Entnimm entlang der Lesebahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR041	CH+E+O+AIR	CH+E+O+AL	HERBAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	AL	ZIELSTELLE	AIR	VERARBEITUNGSBAHN	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=ZIELSTELLE	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=VERARBEITUNGSBAHN	1	Nimm an der Zielstelle auf Grad I als Ausführung.	Nimm entlang der Verarbeitungsbahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR041	CH+E+O+AIR	CH+E+O+AL	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	AL	ZIELSTATION	AIR	STATIONSBAHN	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=ZIELSTATION	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=STATIONSBAHN	1	Entnimm an der Zielstation auf Grad I als Ausführung.	Entnimm entlang der Stationsbahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR041	CH+E+O+AIR	CH+E+O+AL	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	AL	ZIELPOSITION	AIR	RINGBAHN	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=ZIELPOSITION	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=RINGBAHN	1	Nimm an der Zielposition auf auf Grad I als Ausführung.	Nimm entlang der Ringbahn auf auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR041	CH+E+O+AIR	CH+E+O+AL	PHARMA	YES	4	AL	ZIELGEFÄSS	AIR	TRANSFERBAHN	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=ZIELGEFÄSS	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=TRANSFERBAHN	1	Nimm am Zielgefäß auf Grad I als Ausführung.	Nimm entlang der Transferbahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR042	CH+E+O+AIR	CH+E+O+AR	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	AR	AUSGANGSZEILE	AIR	LESEBAHN	1:ACTION_HEAD=ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=AUSGANGSZEILE	1:ACTION_HEAD=ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=LESEBAHN	1	Entnimm von der Ausgangszeile auf Grad I als Ausführung.	Entnimm entlang der Lesebahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR042	CH+E+O+AIR	CH+E+O+AR	HERBAL	YES	4	AR	AUSGANGSMATERIAL	AIR	VERARBEITUNGSBAHN	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=AUSGANGSMATERIAL	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=VERARBEITUNGSBAHN	1	Nimm vom Ausgangsmaterial auf Grad I als Ausführung.	Nimm entlang der Verarbeitungsbahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR042	CH+E+O+AIR	CH+E+O+AR	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	AR	AUSGANGSSTATION	AIR	STATIONSBAHN	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=AUSGANGSSTATION	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=STATIONSBAHN	1	Entnimm von der Ausgangsstation auf Grad I als Ausführung.	Entnimm entlang der Stationsbahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR042	CH+E+O+AIR	CH+E+O+AR	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	AR	AUSGANGSPOSITION	AIR	RINGBAHN	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=AUSGANGSPOSITION	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=RINGBAHN	1	Nimm von der Ausgangsposition auf auf Grad I als Ausführung.	Nimm entlang der Ringbahn auf auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR042	CH+E+O+AIR	CH+E+O+AR	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	AR	AUSGANGSGEFÄSS	AIR	TRANSFERBAHN	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=AUSGANGSGEFÄSS	1:ACTION_HEAD=DROGENPOSTEN NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=TRANSFERBAHN	1	Nimm vom Ausgangsgefäß auf Grad I als Ausführung.	Nimm entlang der Transferbahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR043	CH+E+O+AIR	CH+E+O+L	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	4	L	EINTRAGSVERBINDUNG	AIR	LESEBAHN	1:ACTION_HEAD=ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=EINTRAGSVERBINDUNG	1:ACTION_HEAD=ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=LESEBAHN	1	Entnimm über die Eintragsverbindung auf Grad I als Ausführung.	Entnimm entlang der Lesebahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR043	CH+E+O+AIR	CH+E+O+L	HERBAL	YES	4	L	VERBINDUNG IM PFLANZENARTIKEL	AIR	VERARBEITUNGSBAHN	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=VERBINDUNG IM PFLANZENARTIKEL	1:ACTION_HEAD=PFLANZENTEIL NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=VERARBEITUNGSBAHN	1	Nimm über die Verbindung im Pflanzenartikel auf Grad I als Ausführung.	Nimm entlang der Verarbeitungsbahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR043	CH+E+O+AIR	CH+E+O+L	BIOLOGICAL	YES	4	L	SICHTBARE VERBINDUNG	AIR	STATIONSBAHN	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=SICHTBARE VERBINDUNG	1:ACTION_HEAD=POSTEN ENTNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=STATIONSBAHN	1	Entnimm über die sichtbare Verbindung auf Grad I als Ausführung.	Entnimm entlang der Stationsbahn auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR043	CH+E+O+AIR	CH+E+O+L	CELESTIAL	YES	4	L	RINGVERBINDUNG	AIR	RINGBAHN	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=RINGVERBINDUNG	1:ACTION_HEAD=POSITION AUFNEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=RINGBAHN	1	Nimm über die Ringverbindung auf auf Grad I als Ausführung.	Nimm entlang der Ringbahn auf auf Grad I als Ausführung.	YES	YES	LOCAL_CONTRAST_VISIBLE
