page	locus	token_ordinal	surface	v63_token_gloss_de	v64_token_gloss_de	v64_changed	v64_rule_id	decision_class	practical_head_de	live_rivals_de	preparation_span_count	preparation_roles	formal_routes	basis	v65_token_gloss_de	v65_changed	v65_rule_id	v65_composition	v65_family	v65_product_rival_de	v65_visible_tail	v65_whole_extension	v65_basis	v66_tournament_role	v66_rule_id	v66_fraction_de	v66_fraction_changed	v66_share_de	v66_share_changed	v66_stage_de	v66_stage_changed	v66_class_de	v66_class_changed	v66_selected_candidate	v66_selected_gloss_de	v66_selected_changed	v66_selected_semantic_role	v66_selected_override_id
f113v	f113v.17	2	shedy	mittlere Feuchtstufe erreicht	mittlere Feuchtstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	mittlere Feuchtstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	share	mittlere Feuchtstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.17	3	lcheey	trocken gebundenes Holz, Form II	trocken gebundenes Holz, Form II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken gebundenes Holz, Form II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken gebundenes Holz, Form II	0	trocken gebundenes Holz, Form II	0	trocken gebundenes Holz, Form II	0	trocken gebundenes Holz, Form II	0	share	trocken gebundenes Holz, Form II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.17	4	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.	Fraktion I des heißen Holzansatzes	1	F011	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	O_PREP_MATERIAL_R_LADDER	heißer Holzauszug I		NONE	Materialkopf Holz plus Hitze plus Fraktion I; Genitiv erhält die Klammerung.	TARGET_41	H011	Fraktion I des heißen Holzansatzes	0	Anteil I des heißen Holzansatzes	1	heißer Holzansatz auf Zubereitungsstufe I	1	heißer Holzansatz, Stoffklasse I	1	share	Anteil I des heißen Holzansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f113v	f113v.17	5	okaiin	heißer Ansatz, Grad III	heißer Ansatz, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	heißer Ansatz, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	share	heißer Ansatz, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.17	6	cthororaiin	drei Portionen Krautdroge	drei Portionen Krautdroge	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	drei Portionen Krautdroge	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	drei Portionen Krautdroge	0	drei Portionen Krautdroge	0	drei Portionen Krautdroge	0	drei Portionen Krautdroge	0	share	drei Portionen Krautdroge	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.17	7	yteeeor	hiervon eine Portion bis zur letzten Stufe abkühlen	hiervon eine Portion bis zur letzten Stufe abkühlen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	hiervon eine Portion bis zur letzten Stufe abkühlen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	hiervon eine Portion bis zur letzten Stufe abkühlen	0	hiervon eine Portion bis zur letzten Stufe abkühlen	0	hiervon eine Portion bis zur letzten Stufe abkühlen	0	hiervon eine Portion bis zur letzten Stufe abkühlen	0	share	hiervon eine Portion bis zur letzten Stufe abkühlen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.3	1	sar	erste Samenfraktion	erste Samenfraktion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	erste Samenfraktion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C005	erste Samenfraktion	0	Samenanteil I	1	Samen auf Stufe I	1	Samen, Stoffklasse I	1	share	Samenanteil I	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f113v	f113v.3	2	aiin	Menge III	Menge III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Menge III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Menge III	0	Menge III	0	Menge III	0	Menge III	0	share	Menge III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.3	3	chotar	erste Fraktion des abgekühlten Trockenansatzes	erste Fraktion des abgekühlten Trockenansatzes	0	NONE	KEEP_V63	INHERITED	NONE	1	GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED	NONE	erste Fraktion des abgekühlten Trockenansatzes	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erste Fraktion des abgekühlten Trockenansatzes	0	erste Fraktion des abgekühlten Trockenansatzes	0	erste Fraktion des abgekühlten Trockenansatzes	0	erste Fraktion des abgekühlten Trockenansatzes	0	share	erste Fraktion des abgekühlten Trockenansatzes	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.3	4	okeeodar	erste abgemessene Fraktion des vollständig erhitzten Ansatzes	erste abgemessene Fraktion des vollständig erhitzten Auszugs	1	P053	EXACT_WORKFLOW_WHOLE	Auszug	Fraktion der Heißzubereitung|Absud	1	GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED	Der sichtbare keeod-Auszugkopf wird in der erweiterten Mengenform erhalten.	erste abgemessene Fraktion des vollständig erhitzten Auszugs	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erste abgemessene Fraktion des vollständig erhitzten Auszugs	0	erste abgemessene Fraktion des vollständig erhitzten Auszugs	0	erste abgemessene Fraktion des vollständig erhitzten Auszugs	0	erste abgemessene Fraktion des vollständig erhitzten Auszugs	0	share	erste abgemessene Fraktion des vollständig erhitzten Auszugs	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.3	5	qokain	heiß, Grad II	heiß, Grad II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad II	0	heiß, Grad II	0	heiß, Grad II	0	heiß, Grad II	0	share	heiß, Grad II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.3	6	olol	Holz-Grundansatz	Holz-Grundansatz	0	NONE	KEEP_V63	INHERITED	NONE	1	COMPOUND_HEAD	PROVISIONAL_LOCAL_SCOPE	NONE	Holz-Grundansatz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Holz-Grundansatz	0	Holz-Grundansatz	0	Holz-Grundansatz	0	Holz-Grundansatz	0	share	Holz-Grundansatz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f113v	f113v.3	7	olam	ein Maß Holz	ein Maß Holz	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	ein Maß Holz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	ein Maß Holz	0	ein Maß Holz	0	ein Maß Holz	0	ein Maß Holz	0	share	ein Maß Holz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	1	tchedaiin	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	0	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	0	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	0	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	0	share	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	2	oldal	abgemessener Drogenrohstoff I	abgemessener Drogenrohstoff I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessener Drogenrohstoff I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	abgemessener Drogenrohstoff I	0	abgemessener Drogenrohstoff I	0	abgemessener Drogenrohstoff I	0	abgemessener Drogenrohstoff I	0	share	abgemessener Drogenrohstoff I	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	3	chor	Pflanzenteil	Pflanzenteil	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Pflanzenteil	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Pflanzenteil	0	Pflanzenteil	0	Pflanzenteil	0	Pflanzenteil	0	share	Pflanzenteil	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	4	chpcheey	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	nachgetrocknetes Pulver, Form II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	nachgetrocknetes Pulver, Form II	0	nachgetrocknetes Pulver, Form II	0	nachgetrocknetes Pulver, Form II	0	nachgetrocknetes Pulver, Form II	0	share	nachgetrocknetes Pulver, Form II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	5	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	share	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	6	cphochy	leicht angetrocknetes Arzneikompositum im Ansatz	leicht angetrocknetes Arzneikompositum im Ansatz	0	NONE	KEEP_V63	INHERITED	NONE	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	NONE	leicht angetrocknetes Arzneikompositum im Ansatz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	leicht angetrocknetes Arzneikompositum im Ansatz	0	leicht angetrocknetes Arzneikompositum im Ansatz	0	leicht angetrocknetes Arzneikompositum im Ansatz	0	leicht angetrocknetes Arzneikompositum im Ansatz	0	share	leicht angetrocknetes Arzneikompositum im Ansatz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	7	chos	eine Charge Trockenansatz	eine Charge Trockenansatz	0	NONE	KEEP_V63	INHERITED	NONE	1	QUANTITY_OBJECT	LEARNED_WHOLE_OR_UNEXPORTED	NONE	eine Charge Trockenansatz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	eine Charge Trockenansatz	0	eine Charge Trockenansatz	0	eine Charge Trockenansatz	0	eine Charge Trockenansatz	0	share	eine Charge Trockenansatz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	8	aiir	Drogenfraktion III	Drogenfraktion III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Drogenfraktion III	0	F002	AIIR_FRACTION_III	NAKED_R_LADDER	Ansatzfraktion III		NONE	Nackte dritte Stufe der r-Leiter.	TARGET_41	H002	Drogenfraktion III	0	Drogenanteil III	1	Drogenmaterial auf Stufe III	1	Drogenstoff, Klasse III	1	share	Drogenanteil III	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f114r	f114r.24	9	chty	trocken-kalt am Gradanfang	trocken-kalt am Gradanfang	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken-kalt am Gradanfang	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken-kalt am Gradanfang	0	trocken-kalt am Gradanfang	0	trocken-kalt am Gradanfang	0	trocken-kalt am Gradanfang	0	share	trocken-kalt am Gradanfang	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	10	chopo	Pulverzubereitung aus Trockenansatz	Pulverzubereitung aus Trockengut	1	P029	MATERIAL_SOURCE_COLLAPSE	Pulverzubereitung	Pulvermischung aus Trockenextrakt	2	COMPOUND_HEAD|GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED|LEARNED_WHOLE_OR_UNEXPORTED	Die Quelle ist trockene Ware; ein zweiter laufender Ansatzkopf trägt keine Zusatzinformation.	Pulverzubereitung aus Trockengut	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Pulverzubereitung aus Trockengut	0	Pulverzubereitung aus Trockengut	0	Pulverzubereitung aus Trockengut	0	Pulverzubereitung aus Trockengut	0	share	Pulverzubereitung aus Trockengut	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	11	sair	zweite Samenfraktion	zweite Samenfraktion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	zweite Samenfraktion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C006	zweite Samenfraktion	0	Samenanteil II	1	Samen auf Stufe II	1	Samen, Stoffklasse II	1	share	Samenanteil II	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f114r	f114r.24	12	cphy	Arzneikompositum in Grundform	Arzneikompositum in Grundform	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Arzneikompositum in Grundform	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Arzneikompositum in Grundform	0	Arzneikompositum in Grundform	0	Arzneikompositum in Grundform	0	Arzneikompositum in Grundform	0	share	Arzneikompositum in Grundform	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.24	13	dair	abgemessene Fraktion II	abgemessene Fraktion II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessene Fraktion II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C008	abgemessene Fraktion II	0	abgemessener Anteil II	1	abgemessenes Material auf Stufe II	1	abgemessenes Material der Klasse II	1	share	abgemessener Anteil II	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	hiervon drei Dosen des zweiten Trockenansatzes abmessen	0	NONE	KEEP_V63	INHERITED	NONE	1	GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED	NONE	hiervon drei Dosen des zweiten Trockenansatzes abmessen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	hiervon drei Dosen des zweiten Trockenansatzes abmessen	0	hiervon drei Dosen des zweiten Trockenansatzes abmessen	0	hiervon drei Dosen des zweiten Trockenansatzes abmessen	0	hiervon drei Dosen des zweiten Trockenansatzes abmessen	0	share	hiervon drei Dosen des zweiten Trockenansatzes abmessen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.26	2	olkaiir	dritte erhitzte Holzfraktion im Ansatz	dritter heißer Holzauszug	1	P044	LOCAL_CONTEXT_WHOLE	Holzauszug	dritte erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; Fraktionsschwestern werden erst gemeinsam exportiert.	Fraktion III des heißen Holzansatzes	1	F012	O_PREP+L_WOOD+K_HOT+AIIR_FRACTION_III	O_PREP_MATERIAL_R_LADDER	heißer Holzauszug III		NONE	Gleicher Material- und Temperaturkopf mit Stufe III.	TARGET_41	H012	Fraktion III des heißen Holzansatzes	0	Anteil III des heißen Holzansatzes	1	heißer Holzansatz auf Zubereitungsstufe III	1	heißer Holzansatz, Stoffklasse III	1	share	Anteil III des heißen Holzansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f114r	f114r.26	3	qokaiin	heiß, Grad III	heiß, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	share	heiß, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.26	4	chodaiin	Trockenansatz, Dosis III	Trockenansatz, Dosis III	0	NONE	KEEP_V63	INHERITED	NONE	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	Trockenansatz, Dosis III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Trockenansatz, Dosis III	0	Trockenansatz, Dosis III	0	Trockenansatz, Dosis III	0	Trockenansatz, Dosis III	0	share	Trockenansatz, Dosis III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.26	5	okar	heiße Drogenfraktion I im Ansatz	erster heißer Drogenauszug	1	P045	LOCAL_CONTEXT_WHOLE	Drogenauszug	erste Drogenfraktion des heißen Ansatzes	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Konkrete lokale Working Main; qokar bleibt bis zur vollständigen Schwesterprüfung offen.	Fraktion I des heißen Ansatzes	1	F006	O_PREP+K_HOT+AR_FRACTION_I	O_PREP_TEMPERATURE_R_LADDER	heißer Drogenauszug I		NONE	Heißqualifikator verändert die Temperatur, nicht den Fraktionskopf.	TARGET_41	H006	Fraktion I des heißen Ansatzes	0	Anteil I des heißen Ansatzes	1	heißer Ansatz auf Zubereitungsstufe I	1	heißer Ansatz, Stoffklasse I	1	share	Anteil I des heißen Ansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f114r	f114r.26	6	olkaiin	heiße Drogenbasis, Stufe III	heiße Drogenbasis, Stufe III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiße Drogenbasis, Stufe III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiße Drogenbasis, Stufe III	0	heiße Drogenbasis, Stufe III	0	heiße Drogenbasis, Stufe III	0	heiße Drogenbasis, Stufe III	0	share	heiße Drogenbasis, Stufe III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.26	7	okaiin	heißer Ansatz, Grad III	heißer Ansatz, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	heißer Ansatz, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	share	heißer Ansatz, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.26	8	cheody	getrockneter Ansatz	getrocknete Masse	1	P011	TERMINAL_DRY_RESULT	Masse	getrocknete Zubereitung|Trockenextrakt|Rückstand	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Ohne sichtbares Abziehen ist getrocknete Masse praktisch sicherer als Rückstand oder Extrakt.	getrocknete Masse	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	getrocknete Masse	0	getrocknete Masse	0	getrocknete Masse	0	getrocknete Masse	0	share	getrocknete Masse	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.26	9	airoy	zweite Drogenfraktion als Grundansatz	zweite Drogenfraktion als Grundansatz	0	NONE	KEEP_V63	INHERITED	NONE	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	zweite Drogenfraktion als Grundansatz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	zweite Drogenfraktion als Grundansatz	0	zweite Drogenfraktion als Grundansatz	0	zweite Drogenfraktion als Grundansatz	0	zweite Drogenfraktion als Grundansatz	0	share	zweite Drogenfraktion als Grundansatz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114r	f114r.26	10	olam	ein Maß Holz	ein Maß Holz	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	ein Maß Holz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	ein Maß Holz	0	ein Maß Holz	0	ein Maß Holz	0	ein Maß Holz	0	share	ein Maß Holz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	1	tshey	kalt und feucht in der Mitte des Grades	kalt und feucht in der Mitte des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	kalt und feucht in der Mitte des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalt und feucht in der Mitte des Grades	0	kalt und feucht in der Mitte des Grades	0	kalt und feucht in der Mitte des Grades	0	kalt und feucht in der Mitte des Grades	0	share	kalt und feucht in der Mitte des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	2	oidal	abgemessene Rohstoffmenge I im Ansatz, Grundform	abgemessene Rohstoffmenge I im Grundansatz	1	P046	LOCAL_CONTEXT_WHOLE	Grundansatz	Rohstoffmenge I der Grundzubereitung	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Lokale Relationsglättung, keine freie oid/al-Stammprognose.	abgemessene Rohstoffmenge I im Grundansatz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	abgemessene Rohstoffmenge I im Grundansatz	0	abgemessene Rohstoffmenge I im Grundansatz	0	abgemessene Rohstoffmenge I im Grundansatz	0	abgemessene Rohstoffmenge I im Grundansatz	0	share	abgemessene Rohstoffmenge I im Grundansatz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	3	op	Pulveransatz	Pulverzubereitung	1	P028	MATERIAL_PREPARATION	Pulverzubereitung	Pulvermischung|Pulveransatz	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Einwertige kurze Arbeitswahl für den bereits sichtbaren Pulverstoffkopf.	Pulverzubereitung	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Pulverzubereitung	0	Pulverzubereitung	0	Pulverzubereitung	0	Pulverzubereitung	0	share	Pulverzubereitung	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	4	shoko	erhitzter Feuchtansatz	erhitztes Mazerat	1	P009	EXACT_MOIST_WHOLE	Mazerat	Feuchtzubereitung|Einweichung	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Der Feuchtkopf wird praktisch kurz gelesen; Erhitzen bleibt sichtbare Zustandsangabe.	erhitztes Mazerat	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erhitztes Mazerat	0	erhitztes Mazerat	0	erhitztes Mazerat	0	erhitztes Mazerat	0	share	erhitztes Mazerat	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	5	otchey	kalt-trockener Ansatz in der Mitte des Grades	kalt-trockene Zubereitung in der Mitte des Grades	1	P017	INTERMEDIATE_DRY_PREPARATION	Trockenzubereitung	Kaltansatz|Trockenrückstand	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Mittelposition bleibt laufende Zubereitung.	kalt-trockene Zubereitung in der Mitte des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalt-trockene Zubereitung in der Mitte des Grades	0	kalt-trockene Zubereitung in der Mitte des Grades	0	kalt-trockene Zubereitung in der Mitte des Grades	0	kalt-trockene Zubereitung in der Mitte des Grades	0	share	kalt-trockene Zubereitung in der Mitte des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	6	qopchol	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	nimm getrockneten Pulverstoff	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	nimm getrockneten Pulverstoff	0	nimm getrockneten Pulverstoff	0	nimm getrockneten Pulverstoff	0	nimm getrockneten Pulverstoff	0	share	nimm getrockneten Pulverstoff	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	7	qopaiin	drei Teile Pulveransatz nehmen	drei Teile Pulverzubereitung nehmen	1	P054	MATERIAL_PREPARATION	Pulverzubereitung	Pulvermischung|Pulveransatz	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Die sichtbare op/qop-Familie behält auf derselben Zeile denselben Pulverzubereitungskopf; q trägt hier die Einnahme-/Mengenform.	drei Teile Pulverzubereitung nehmen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	drei Teile Pulverzubereitung nehmen	0	drei Teile Pulverzubereitung nehmen	0	drei Teile Pulverzubereitung nehmen	0	drei Teile Pulverzubereitung nehmen	0	share	drei Teile Pulverzubereitung nehmen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
