joint_tuple_id	surface_family	common_visible_core	occurrences	records	pages	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	reading_type	local_expansion_examples_de	variation_note	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	paradigm_revision	revision_strength	revision_note	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_source	component_completion_strength	component_completion_note	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_revision_source	direction_revision_strength	direction_revision_note	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_revision_source	quantity_revision_strength	quantity_revision_note	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_revision_family	state_endpoint_revision_strength	state_endpoint_revision_note	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_revision_family	filtration_revision_strength	filtration_revision_note	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_revision_family	application_revision_strength	application_revision_note	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_revision_family	r3_revision_strength	r3_revision_note
22fb87a5a83e5c3fb510	kair	kair	1	B1	f81v	K_LEARNED_BASIN+AIR_WATER	AIR=Wasser; K=gelernte Beckenhülle	Beckenwasser	R3_MEDIUM_SUBSTANCE__AIR_WATER	R3-Mediumfassung: Beckenwasser	NONE; direction: No visible arrow licenses the narrower old return-flow direction.; R3: The f81v pool owner supplies the basin reading; AIR remains the water material.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	air=fließende Flüssigkeit	fließende Flüssigkeit	Rückstrom	DIRECTION_WORKSHOP	SELECTED_THIN	No visible arrow licenses the narrower old return-flow direction.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	K_LEARNED+AIR_FLOW	AIR=fließende Flüssigkeit im Lauf	laufende Beckenflüssigkeit	AIR_WATER	SELECTED_SINGLETON_COMPOSITION	The f81v pool owner supplies the basin reading; AIR remains the water material.
232195d6ff2f326322f7	qokol	qokol	1	B4	f83r	OK+OL	OK=in den laufenden Arbeitsgang setzen; mit Vorigem fortsetzen	vorigen Arbeitsgang weiterführen	PARADIGM_OK__CLOSED_RENDERER_PAIR	Stammkonsistente Werkstattlektüre: vorigen Arbeitsgang weiterführen	NONE; Revision: einlaufen lassen wird nur mögliche lokale Ausführung	qokol=einlaufen lassen	einlaufen lassen	einlaufen lassen	OK_PARADIGM	CLOSED_RENDERER_PAIR	einlaufen lassen wird nur mögliche lokale Ausführung				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+OL	OK=in den laufenden Arbeitsgang setzen; mit Vorigem fortsetzen	vorigen Arbeitsgang weiterführen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
259b2b3b0bf859882e2c	dchedy|schedy|tchedy	chedy	4	B1|B2|B3	f81v|f82r|f83r	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	PARADIGM_CHD_CHED	Stammkonsistente Werkstattlektüre: Arbeitsbewegung abschließen	NONE; Revision: Dieselbe exakte Karte erscheint auch als schedy und tchedy; D kann daher hier nicht eigenständig ausspülen bedeuten. / Gleiche exakte Karte wie dchedy und tchedy; ausspülen kann lokale Konkretisierung sein, aber nicht aus S gelesen werden. / Gleiche exakte Karte wie dchedy und schedy; T besitzt hier keinen nachweisbaren eigenen Bedeutungsbeitrag.	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	CHED_PARADIGM	HIGH_STRUCTURE__LOW_MEANING	Dieselbe exakte Karte erscheint auch als schedy und tchedy; D kann daher hier nicht eigenständig ausspülen bedeuten. / Gleiche exakte Karte wie dchedy und tchedy; ausspülen kann lokale Konkretisierung sein, aber nicht aus S gelesen werden. / Gleiche exakte Karte wie dchedy und schedy; T besitzt hier keinen nachweisbaren eigenen Bedeutungsbeitrag.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
276a7c2d74d1143446f4	choky|oky|qoky	oky	10	B1|B2|B3|B4|H1|H5	f10r|f56r|f81v|f82r|f83r	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	SELECTED_STATE_ENDPOINT__OK_STATE_GRID	Zustandsfassung: den laufenden Posten einsetzen	eine Bedeutung, mehrere lokale Anwendungen; Revision: ungestufte Basis des fast vollständigen OK-Rasters; completion: Exact OKY card; kept distinct from the exact OKCHY card.; state/endpoint: Ungraded open base of the state grid.	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	ungestufte Basis des fast vollständigen OK-Rasters	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE	Exact OKY card; kept distinct from the exact OKCHY card.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	OK_STATE_GRID	SELECTED_STRONG	Ungraded open base of the state grid.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
27d97af8c96eb056c2e6	oykchor	oykchor	1	H2	f10r	oykchor=glasiertes Gefäß	glasiertes Gefäß	glasiertes Gefäß	CONCRETE_MEMORIZED_WHOLE_WORD	Gib sie in ein glasiertes Gefäß	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	oykchor=glasiertes Gefäß	glasiertes Gefäß	glasiertes Gefäß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
28ffbc88b97772a75f1e	olchedy|qolchedy	olchedy	3	B1|B2|B3	f81v|f82r|f83r	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	PARADIGM_CHD_CHED	Stammkonsistente Werkstattlektüre: weiterführen; Schluss	NONE; Revision: Die alte Lesung beiseitestellen fügt einen unbelegten Zielort hinzu. / Gleiche exakte Karte wie olchedy; beiseitestellen ist nur eine lokale Konkretisierung.	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	CHED_PARADIGM	MEDIUM_HIGH	Die alte Lesung beiseitestellen fügt einen unbelegten Zielort hinzu. / Gleiche exakte Karte wie olchedy; beiseitestellen ist nur eine lokale Konkretisierung.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
29e0eb222ef2fb99523a	lar	lar	1	B2	f82r	lar=unterer Ablauf	unterer Ablauf	unterer Ablauf	CONCRETE_MEMORIZED_WHOLE_WORD	Schließe den unteren Ablauf	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	lar=unterer Ablauf	unterer Ablauf	unterer Ablauf	UNCHANGED	UNCHANGED	NOT_APPLICABLE
2b7fa918d1b2f5c656e3	lo	lo	1	B3	f83r	lo=unterer Ablauf	unterer Ablauf	unterer Ablauf	CONCRETE_MEMORIZED_WHOLE_WORD	Schließe den unteren Ablauf	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	lo=unterer Ablauf	unterer Ablauf	unterer Ablauf	UNCHANGED	UNCHANGED	NOT_APPLICABLE
2bc2ed2630dbdaaa6b59	dalchdy	dalchdy	1	B3	f83r	DAL+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; DAL unbestimmt; umhüllte DY-Abschlusskonstruktion	lokal umsetzen; Schluss	PARADIGM_CHD_CHED	Stammkonsistente Werkstattlektüre: lokal umsetzen; Schluss	NONE; Revision: Einzelbeleg; Rückstand behalten kann weder aus DAL noch aus CHD abgeleitet werden.	dalch=Rückstand behalten + dy=Ende	Rückstand behalten + Ende	Rückstand behalten; Ende	CHED_PARADIGM	LOW	Einzelbeleg; Rückstand behalten kann weder aus DAL noch aus CHD abgeleitet werden.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	DAL+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; DAL unbestimmt; umhüllte DY-Abschlusskonstruktion	lokal umsetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
2c1a5fd92b9e3c762242	cheeky	cheeky	2	B4|H4	f55v|f83r	CHK_WARM+GRADE_2+Y_CONTINUE	CHK=wärmen; EE=länger; Weiterführung	länger warm halten	SELECTED_STATE_ENDPOINT__CHK_STATE_GRID	Zustandsfassung: länger warm halten	eine Bedeutung, mehrere lokale Anwendungen; Revision: seitenübergreifend; konkreter Parameter Wärme bleibt offen; completion: Only cheky/cheeky license this warmth pair; chkeey/chkeedy stay separate cards.; state/endpoint: Two pages support the sustained warmth grade.	cheeky=vorgeschriebene Zeit	vorgeschriebene Zeit	vorgeschriebene Zeit	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	seitenübergreifend; konkreter Parameter Wärme bleibt offen	CH+EE+KY	E-Grad=SUSTAINED_SPECIFIED_HOLD; Zustand=OPEN_STATE	längere oder festgelegte Zustands- beziehungsweise Haltestufe	HOLD_CORES	SELECTED_PRODUCTIVE_PAIR	Only cheky/cheeky license this warmth pair; chkeey/chkeedy stay separate cards.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHK_WARMTH_PAIR+E_GRADE_2	gelernte Wärmefamilie; längerer Grad	länger warm halten	CHK_STATE_GRID	SELECTED_RECURRENT	Two pages support the sustained warmth grade.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHK_WARM+GRADE_2+Y_CONTINUE	CHK=wärmen; EE=länger; Weiterführung	länger warm halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
2c82523794dcb7d2b343	oiiin|soiiin	oiiin	2	B1|B3	f81v|f83r	IIN_TARGET_GRADE	IIN=Sollstufe	Sollstufe	SELECTED_STATE_ENDPOINT__IIN_GRADE	Zustandsfassung: Sollstufe	NONE; direction: Two contexts admit a parameter grade and do not require a clarity word.; quantity/preparation: IIN is the setting itself, distinct from an aliquot and its measure.; state/endpoint: The recurrent IIN card names the requested setting, not the amount used to reach it.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	oiiin=klar	klar	klar	RECURRENT_COMPOSITION	SELECTED_PROVISIONAL_COMPOSITION	Two contexts admit a parameter grade and do not require a clarity word.	O_S_RENDERER+IIN_GRADE	IIN=vorgeschriebener Grad oder Stand	vorgeschriebener Grad	GRADE_CORE	SELECTED_RECURRENT	IIN is the setting itself, distinct from an aliquot and its measure.	IIN_GRADE	IIN=Grad oder Stufe	vorgeschriebener Grad	IIN_GRADE	SELECTED_RECURRENT	The recurrent IIN card names the requested setting, not the amount used to reach it.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	IIN_TARGET_GRADE	IIN=Sollstufe	Sollstufe	UNCHANGED	UNCHANGED	NOT_APPLICABLE
2cc054357a929df85f64	cho|sho	ho	4	H5	f56r	HO_INGREDIENT	HO=Zutat	Zutat	R3_MEDIUM_SUBSTANCE__HO_INGREDIENT	R3-Mediumfassung: Zutat	eine Bedeutung, mehrere lokale Anwendungen; R3: Three H5 events inherit plant from the picture; the fourth is an added ingredient, so ZUTAT is the shared value.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	ho=Pflanze	Pflanze	Pflanze	HO_INGREDIENT	SELECTED_RECURRENT_CORE	Three H5 events inherit plant from the picture; the fourth is an added ingredient, so ZUTAT is the shared value.
2cc8bb3c2af19607888f	chckhy|shckhy	hckhy	4	B1|B2	f81v|f82r	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlass; Y=aktueller Posten	durch den Durchlass führen	R3_MEDIUM_SUBSTANCE__PASSAGE_NOT_CURRENT	R3-Mediumfassung: durch den Durchlass führen	NONE; filtration: Four events retain the same passage value; no drawn arrow or filter cloth is claimed.; R3: Four events identify the passage/aperture; AIR is reserved for current or flow.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	CKH_PASSAGE	SELECTED_RECURRENT	Four events retain the same passage value; no drawn arrow or filter cloth is claimed.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	CKH_PASSAGE+Y_CURRENT_ITEM	CKH=Durchlauf; Y=aktueller Posten	durch den Durchlauf führen	PASSAGE_NOT_CURRENT	SELECTED_RECURRENT_CORE	Four events identify the passage/aperture; AIR is reserved for current or flow.
2d2e37ccb2dacc53ee5a	solkaiin	solkaiin	1	B2	f82r	SOLKAIIN_STRAINING_CLOTH_WHOLE_CARD	SOLKAIIN=Seihtuch	Seihtuch	SELECTED_FILTRATION__CLOTH_NOMENCLATOR	Filtrationsfassung: Seihtuch	NONE; filtration: A tool card immediately before the CKH passage; not SOLK+AIIN composition.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	solkaiin=durch Tuch	durch Tuch	durch Tuch	CLOTH_NOMENCLATOR	SELECTED_SINGLETON_WHOLE_CARD	A tool card immediately before the CKH passage; not SOLK+AIIN composition.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	SOLKAIIN_STRAINING_CLOTH_WHOLE_CARD	SOLKAIIN=Seihtuch	Seihtuch	UNCHANGED	UNCHANGED	NOT_APPLICABLE
2e2027b1951d79911e24	tchody	tchody	1	H3	f11r	tcho=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	CONCRETE_BASE_PLUS_DY	Lass ihn abkühlen; damit endet der erste Posten	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	tcho=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	UNCHANGED	UNCHANGED	NOT_APPLICABLE
2e7e89e0bd12b999c280	lshedy	lshedy	2	B1	f81v	LSH_WASH+DY_CLOSE	LSH=waschen oder spülen; Endkarte=Schluss	waschen; Schluss	SELECTED_FILTRATION__LSH_WASH	Filtrationsfassung: waschen; Schluss	NONE; filtration: Two complete cells close the bounded LSH wash pair.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	lsh=waschen + dy=Ende	waschen + Ende	waschen; Ende	LSH_WASH	SELECTED_RECURRENT_CLOSE	Two complete cells close the bounded LSH wash pair.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	LSH_WASH+DY_CLOSE	LSH=waschen oder spülen; Endkarte=Schluss	waschen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	aiin	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	f10r|f11r|f55v|f56r|f81v|f82r|f83r	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	SELECTED_QUANTITY_PREPARATION__MEASURE_CORE	Mengen-/Zubereitungsfassung: vorgeschriebenes Maß	eine Bedeutung, mehrere lokale Anwendungen; quantity/preparation: Twenty events in all eleven prose records make this the portable measure card.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	aiin=Maß	Maß	Maß	MEASURE_CORE	SELECTED_STRONG	Twenty events in all eleven prose records make this the portable measure card.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
308e8ea2d5d190c498e8	okal|qokal	okal	6	B1|B2|B3|H4	f55v|f81v|f82r|f83r	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	SELECTED_APPLICATION__AL_SITE	Anwendungsfassung: an die Stelle setzen	eine Bedeutung, mehrere lokale Anwendungen; Revision: an Stelle geben wird als Zielanwendung präzisiert; direction: Six events retain the same target application contribution.; application: Six events preserve the same neutral target operation.	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	OK_PARADIGM	CLOSED_STRONG	an Stelle geben wird als Zielanwendung präzisiert				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION	Six events retain the same target application contribution.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	Q_RENDERER+OK+AL_TARGET	OK=in Arbeit setzen; AL=Zielstelle	an der Zielstelle einsetzen	AL_SITE	SELECTED_RECURRENT_COMPOSITION	Six events preserve the same neutral target operation.	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
322281bd391aa621f568	okchol	okchol	1	H3	f11r	OK+CHOL[OL]	OK=in den laufenden Arbeitsgang setzen; mit Vorigem fortsetzen	mit dem vorigen Arbeitsgut weiterarbeiten	PARADIGM_OK__TRANSPARENT_RENDERER_PAIR	Stammkonsistente Werkstattlektüre: mit dem vorigen Arbeitsgut weiterarbeiten	NONE; Revision: Olivenöl als Kartenwert gestrichen	okchol=Olivenöl	Olivenöl	Olivenöl	OK_PARADIGM	TRANSPARENT_RENDERER_PAIR	Olivenöl als Kartenwert gestrichen				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+CHOL[OL]	OK=in den laufenden Arbeitsgang setzen; mit Vorigem fortsetzen	mit dem vorigen Arbeitsgut weiterarbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
342c3f0777337648f4b3	cheedar	cheedar	1	B3	f83r	cheedar=Beckenstation	Beckenstation	Beckenstation	CONCRETE_MEMORIZED_WHOLE_WORD	Richte die bezeichnete Beckenstation ein	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	cheedar=Beckenstation	Beckenstation	Beckenstation	UNCHANGED	UNCHANGED	NOT_APPLICABLE
348e81ba084c5acdb32b	shecthedchy	shecthedchy	1	B3	f83r	SHECTHEDCHY_SPREAD_WHOLE_CARD	SHECTHEDCHY=aufstreichen	aufstreichen	SELECTED_APPLICATION__APPLICATION_ACTION_DECK	Anwendungsfassung: aufstreichen	NONE; application: A second learned spreading action; it is not forced to share a visible root with DSHEOL.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	shecthedchy=Stelle bestreichen	Stelle bestreichen	Stelle bestreichen	APPLICATION_ACTION_DECK	SELECTED_SINGLETON_WHOLE_CARD	A second learned spreading action; it is not forced to share a visible root with DSHEOL.	SHECTHEDCHY_SPREAD_WHOLE_CARD	SHECTHEDCHY=aufstreichen	aufstreichen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
3ae9a121ba0045b913e8	qokar	qokar	1	B2	f82r	Q_RENDERER+OK+AR_SOURCE	OK=in Arbeit nehmen; AR=aus der Quelle	daraus in den Arbeitsgang nehmen	SELECTED_DIRECTIONAL_COMPLETION__DIRECTION_WORKSHOP	Richtungsfassung: daraus in den Arbeitsgang nehmen	NONE; Revision: über der Stelle gestrichen; direction: One event, but its contribution matches the recurrent source card.	qokar=über der Stelle	über der Stelle	über der Stelle	OK_PARADIGM	CLOSED_THIN	über der Stelle gestrichen				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+AR	OK=in den laufenden Arbeitsgang setzen; Herkunft oder Quellrichtung	von dort heranführen; daraus anwenden	DIRECTION_WORKSHOP	SELECTED_THIN	One event, but its contribution matches the recurrent source card.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	Q_RENDERER+OK+AR_SOURCE	OK=in Arbeit nehmen; AR=aus der Quelle	daraus in den Arbeitsgang nehmen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
3b70942557b3a40e8030	olkeedy|solkeedy	olkeedy	3	B1|B3	f81v|f83r	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	OLK~SOLK=Auffangstelle; EE=länger; Endkarte=Schluss	länger auffangen; Schluss	SELECTED_FILTRATION__SOLK_COLLECTION	Filtrationsfassung: länger auffangen; Schluss	NONE; completion: Three terminal events; only local station portability is claimed.; state/endpoint: Three terminal events close the same owner-local station family.; filtration: Three complete cells close sustained collection at the local station.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	olkee=absetzen + dy=Ende	absetzen + Ende	absetzen; Ende	HOLD_CORES	SELECTED_LOCAL_STATION	Three terminal events; only local station portability is claimed.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OLK~SOLK_COLLECTION_STATION+GRADE_2+DY_TERMINAL	gelernte lokale Sammelstellenfamilie; längerer Grad; Schluss	an der Sammelstelle stehen oder absetzen lassen; Schluss	SOLK_STATE_GRID	SELECTED_LOCAL_RECURRENT	Three terminal events close the same owner-local station family.	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	OLK~SOLK=Auffangstelle; EE=länger; Endkarte=Schluss	an der Auffangstelle länger halten; Schluss	SOLK_COLLECTION	SELECTED_LOCAL_GRADED_FAMILY	Three complete cells close sustained collection at the local station.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	OLK~SOLK=Auffangstelle; EE=länger; Endkarte=Schluss	länger auffangen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
